cdmvto_sinc_billeteraIC;cdusuarioIC;femvtoIC;cdnumero_transaccionIC;vrmvtoIC;dsdescripcion_mvtoIC;cdtipo_mvtoIC;cdtipo_ajusteIC;cdorigen_ajusteIC;cdmvto_relacionIC;cdusuario_ingresaIC;feingresaIC;femodificaIC;cdmovimiento_referenciaIC;dsplacaIC;cdpunto_atencionIC;cdtipo_consumoIC;vrajusteIC;cdajusteIC
24119877;36468;2024-11-15;24119877;33061;Prueba performance insertar consumo 13677;0;null;null;25112863;21;2024-11-15;null;null;LED195;123;1;null;null
24119878;36468;2024-11-15;24119878;33062;Prueba performance insertar consumo 13678;0;null;null;25112864;21;2024-11-15;null;null;MIT123;123;1;null;null
24119879;36468;2024-11-15;24119879;33063;Prueba performance insertar consumo 13679;0;null;null;25112865;21;2024-11-15;null;null;QWE000;123;1;null;null
24119880;36468;2024-11-15;24119880;33064;Prueba performance insertar consumo 13680;0;null;null;25112866;21;2024-11-15;null;null;RTQ843;123;1;null;null
24119881;36468;2024-11-15;24119881;33065;Prueba performance insertar consumo 13681;0;null;null;25112867;21;2024-11-15;null;null;AJT124;123;1;null;null
24119882;36468;2024-11-15;24119882;33066;Prueba performance insertar consumo 13682;0;null;null;25112868;21;2024-11-15;null;null;COA721;123;1;null;null
24119883;36468;2024-11-15;24119883;33067;Prueba performance insertar consumo 13683;0;null;null;25112869;21;2024-11-15;null;null;JJV112;123;1;null;null
24119884;36468;2024-11-15;24119884;33068;Prueba performance insertar consumo 13684;0;null;null;25112870;21;2024-11-15;null;null;LED195;123;1;null;null
24119885;36468;2024-11-15;24119885;33069;Prueba performance insertar consumo 13685;0;null;null;25112871;21;2024-11-15;null;null;MIT123;123;1;null;null
24119886;36468;2024-11-15;24119886;33070;Prueba performance insertar consumo 13686;0;null;null;25112872;21;2024-11-15;null;null;QWE000;123;1;null;null
24119887;36468;2024-11-15;24119887;33071;Prueba performance insertar consumo 13687;0;null;null;25112873;21;2024-11-15;null;null;RTQ843;123;1;null;null
24119888;36468;2024-11-15;24119888;33072;Prueba performance insertar consumo 13688;0;null;null;25112874;21;2024-11-15;null;null;AJT124;123;1;null;null
24119889;36468;2024-11-15;24119889;33073;Prueba performance insertar consumo 13689;0;null;null;25112875;21;2024-11-15;null;null;COA721;123;1;null;null
24119890;36468;2024-11-15;24119890;33074;Prueba performance insertar consumo 13690;0;null;null;25112876;21;2024-11-15;null;null;JJV112;123;1;null;null
24119891;36468;2024-11-15;24119891;33075;Prueba performance insertar consumo 13691;0;null;null;25112877;21;2024-11-15;null;null;LED195;123;1;null;null
24119892;36468;2024-11-15;24119892;33076;Prueba performance insertar consumo 13692;0;null;null;25112878;21;2024-11-15;null;null;MIT123;123;1;null;null
24119893;36468;2024-11-15;24119893;33077;Prueba performance insertar consumo 13693;0;null;null;25112879;21;2024-11-15;null;null;QWE000;123;1;null;null
24119894;36468;2024-11-15;24119894;33078;Prueba performance insertar consumo 13694;0;null;null;25112880;21;2024-11-15;null;null;RTQ843;123;1;null;null
24119895;36468;2024-11-15;24119895;33079;Prueba performance insertar consumo 13695;0;null;null;25112881;21;2024-11-15;null;null;AJT124;123;1;null;null
24119896;36468;2024-11-15;24119896;33080;Prueba performance insertar consumo 13696;0;null;null;25112882;21;2024-11-15;null;null;COA721;123;1;null;null
24119897;36468;2024-11-15;24119897;33081;Prueba performance insertar consumo 13697;0;null;null;25112883;21;2024-11-15;null;null;JJV112;123;1;null;null
24119898;36468;2024-11-15;24119898;33082;Prueba performance insertar consumo 13698;0;null;null;25112884;21;2024-11-15;null;null;LED195;123;1;null;null
24119899;36468;2024-11-15;24119899;33083;Prueba performance insertar consumo 13699;0;null;null;25112885;21;2024-11-15;null;null;MIT123;123;1;null;null
24119900;36468;2024-11-15;24119900;33084;Prueba performance insertar consumo 13700;0;null;null;25112886;21;2024-11-15;null;null;QWE000;123;1;null;null
24119901;36468;2024-11-15;24119901;33085;Prueba performance insertar consumo 13701;0;null;null;25112887;21;2024-11-15;null;null;RTQ843;123;1;null;null
24119902;36468;2024-11-15;24119902;33086;Prueba performance insertar consumo 13702;0;null;null;25112888;21;2024-11-15;null;null;AJT124;123;1;null;null
24119903;36468;2024-11-15;24119903;33087;Prueba performance insertar consumo 13703;0;null;null;25112889;21;2024-11-15;null;null;COA721;123;1;null;null
24119904;36468;2024-11-15;24119904;33088;Prueba performance insertar consumo 13704;0;null;null;25112890;21;2024-11-15;null;null;JJV112;123;1;null;null
24119905;36468;2024-11-15;24119905;33089;Prueba performance insertar consumo 13705;0;null;null;25112891;21;2024-11-15;null;null;LED195;123;1;null;null
24119906;36468;2024-11-15;24119906;33090;Prueba performance insertar consumo 13706;0;null;null;25112892;21;2024-11-15;null;null;MIT123;123;1;null;null
24119907;36468;2024-11-15;24119907;33091;Prueba performance insertar consumo 13707;0;null;null;25112893;21;2024-11-15;null;null;QWE000;123;1;null;null
24119908;36468;2024-11-15;24119908;33092;Prueba performance insertar consumo 13708;0;null;null;25112894;21;2024-11-15;null;null;RTQ843;123;1;null;null
24119909;36468;2024-11-15;24119909;33093;Prueba performance insertar consumo 13709;0;null;null;25112895;21;2024-11-15;null;null;AJT124;123;1;null;null
24119910;36468;2024-11-15;24119910;33094;Prueba performance insertar consumo 13710;0;null;null;25112896;21;2024-11-15;null;null;COA721;123;1;null;null
24119911;36468;2024-11-15;24119911;33095;Prueba performance insertar consumo 13711;0;null;null;25112897;21;2024-11-15;null;null;JJV112;123;1;null;null
24119912;36468;2024-11-15;24119912;33096;Prueba performance insertar consumo 13712;0;null;null;25112898;21;2024-11-15;null;null;LED195;123;1;null;null
24119913;36468;2024-11-15;24119913;33097;Prueba performance insertar consumo 13713;0;null;null;25112899;21;2024-11-15;null;null;MIT123;123;1;null;null
24119914;36468;2024-11-15;24119914;33098;Prueba performance insertar consumo 13714;0;null;null;25112900;21;2024-11-15;null;null;QWE000;123;1;null;null
24119915;36468;2024-11-15;24119915;33099;Prueba performance insertar consumo 13715;0;null;null;25112901;21;2024-11-15;null;null;RTQ843;123;1;null;null
24119916;36468;2024-11-15;24119916;33100;Prueba performance insertar consumo 13716;0;null;null;25112902;21;2024-11-15;null;null;AJT124;123;1;null;null
24119917;36468;2024-11-15;24119917;33101;Prueba performance insertar consumo 13717;0;null;null;25112903;21;2024-11-15;null;null;COA721;123;1;null;null
24119918;36468;2024-11-15;24119918;33102;Prueba performance insertar consumo 13718;0;null;null;25112904;21;2024-11-15;null;null;JJV112;123;1;null;null
24119919;36468;2024-11-15;24119919;33103;Prueba performance insertar consumo 13719;0;null;null;25112905;21;2024-11-15;null;null;LED195;123;1;null;null
24119920;36468;2024-11-15;24119920;33104;Prueba performance insertar consumo 13720;0;null;null;25112906;21;2024-11-15;null;null;MIT123;123;1;null;null
24119921;36468;2024-11-15;24119921;33105;Prueba performance insertar consumo 13721;0;null;null;25112907;21;2024-11-15;null;null;QWE000;123;1;null;null
24119922;36468;2024-11-15;24119922;33106;Prueba performance insertar consumo 13722;0;null;null;25112908;21;2024-11-15;null;null;RTQ843;123;1;null;null
24119923;36468;2024-11-15;24119923;33107;Prueba performance insertar consumo 13723;0;null;null;25112909;21;2024-11-15;null;null;AJT124;123;1;null;null
24119924;36468;2024-11-15;24119924;33108;Prueba performance insertar consumo 13724;0;null;null;25112910;21;2024-11-15;null;null;COA721;123;1;null;null
24119925;36468;2024-11-15;24119925;33109;Prueba performance insertar consumo 13725;0;null;null;25112911;21;2024-11-15;null;null;JJV112;123;1;null;null
24119926;36468;2024-11-15;24119926;33110;Prueba performance insertar consumo 13726;0;null;null;25112912;21;2024-11-15;null;null;LED195;123;1;null;null
24119927;36468;2024-11-15;24119927;33111;Prueba performance insertar consumo 13727;0;null;null;25112913;21;2024-11-15;null;null;MIT123;123;1;null;null
24119928;36468;2024-11-15;24119928;33112;Prueba performance insertar consumo 13728;0;null;null;25112914;21;2024-11-15;null;null;QWE000;123;1;null;null
24119929;36468;2024-11-15;24119929;33113;Prueba performance insertar consumo 13729;0;null;null;25112915;21;2024-11-15;null;null;RTQ843;123;1;null;null
24119930;36468;2024-11-15;24119930;33114;Prueba performance insertar consumo 13730;0;null;null;25112916;21;2024-11-15;null;null;AJT124;123;1;null;null
24119931;36468;2024-11-15;24119931;33115;Prueba performance insertar consumo 13731;0;null;null;25112917;21;2024-11-15;null;null;COA721;123;1;null;null
24119932;36468;2024-11-15;24119932;33116;Prueba performance insertar consumo 13732;0;null;null;25112918;21;2024-11-15;null;null;JJV112;123;1;null;null
24119933;36468;2024-11-15;24119933;33117;Prueba performance insertar consumo 13733;0;null;null;25112919;21;2024-11-15;null;null;LED195;123;1;null;null
24119934;36468;2024-11-15;24119934;33118;Prueba performance insertar consumo 13734;0;null;null;25112920;21;2024-11-15;null;null;MIT123;123;1;null;null
24119935;36468;2024-11-15;24119935;33119;Prueba performance insertar consumo 13735;0;null;null;25112921;21;2024-11-15;null;null;QWE000;123;1;null;null
24119936;36468;2024-11-15;24119936;33120;Prueba performance insertar consumo 13736;0;null;null;25112922;21;2024-11-15;null;null;RTQ843;123;1;null;null
24119937;36468;2024-11-15;24119937;33121;Prueba performance insertar consumo 13737;0;null;null;25112923;21;2024-11-15;null;null;AJT124;123;1;null;null
24119938;36468;2024-11-15;24119938;33122;Prueba performance insertar consumo 13738;0;null;null;25112924;21;2024-11-15;null;null;COA721;123;1;null;null
24119939;36468;2024-11-15;24119939;33123;Prueba performance insertar consumo 13739;0;null;null;25112925;21;2024-11-15;null;null;JJV112;123;1;null;null
24119940;36468;2024-11-15;24119940;33124;Prueba performance insertar consumo 13740;0;null;null;25112926;21;2024-11-15;null;null;LED195;123;1;null;null
24119941;36468;2024-11-15;24119941;33125;Prueba performance insertar consumo 13741;0;null;null;25112927;21;2024-11-15;null;null;MIT123;123;1;null;null
24119942;36468;2024-11-15;24119942;33126;Prueba performance insertar consumo 13742;0;null;null;25112928;21;2024-11-15;null;null;QWE000;123;1;null;null
24119943;36468;2024-11-15;24119943;33127;Prueba performance insertar consumo 13743;0;null;null;25112929;21;2024-11-15;null;null;RTQ843;123;1;null;null
24119944;36468;2024-11-15;24119944;33128;Prueba performance insertar consumo 13744;0;null;null;25112930;21;2024-11-15;null;null;AJT124;123;1;null;null
24119945;36468;2024-11-15;24119945;33129;Prueba performance insertar consumo 13745;0;null;null;25112931;21;2024-11-15;null;null;COA721;123;1;null;null
24119946;36468;2024-11-15;24119946;33130;Prueba performance insertar consumo 13746;0;null;null;25112932;21;2024-11-15;null;null;JJV112;123;1;null;null
24119947;36468;2024-11-15;24119947;33131;Prueba performance insertar consumo 13747;0;null;null;25112933;21;2024-11-15;null;null;LED195;123;1;null;null
24119948;36468;2024-11-15;24119948;33132;Prueba performance insertar consumo 13748;0;null;null;25112934;21;2024-11-15;null;null;MIT123;123;1;null;null
24119949;36468;2024-11-15;24119949;33133;Prueba performance insertar consumo 13749;0;null;null;25112935;21;2024-11-15;null;null;QWE000;123;1;null;null
24119950;36468;2024-11-15;24119950;33134;Prueba performance insertar consumo 13750;0;null;null;25112936;21;2024-11-15;null;null;RTQ843;123;1;null;null
24119951;36468;2024-11-15;24119951;33135;Prueba performance insertar consumo 13751;0;null;null;25112937;21;2024-11-15;null;null;AJT124;123;1;null;null
24119952;36468;2024-11-15;24119952;33136;Prueba performance insertar consumo 13752;0;null;null;25112938;21;2024-11-15;null;null;COA721;123;1;null;null
24119953;36468;2024-11-15;24119953;33137;Prueba performance insertar consumo 13753;0;null;null;25112939;21;2024-11-15;null;null;JJV112;123;1;null;null
24119954;36468;2024-11-15;24119954;33138;Prueba performance insertar consumo 13754;0;null;null;25112940;21;2024-11-15;null;null;LED195;123;1;null;null
24119955;36468;2024-11-15;24119955;33139;Prueba performance insertar consumo 13755;0;null;null;25112941;21;2024-11-15;null;null;MIT123;123;1;null;null
24119956;36468;2024-11-15;24119956;33140;Prueba performance insertar consumo 13756;0;null;null;25112942;21;2024-11-15;null;null;QWE000;123;1;null;null
24119957;36468;2024-11-15;24119957;33141;Prueba performance insertar consumo 13757;0;null;null;25112943;21;2024-11-15;null;null;RTQ843;123;1;null;null
24119958;36468;2024-11-15;24119958;33142;Prueba performance insertar consumo 13758;0;null;null;25112944;21;2024-11-15;null;null;AJT124;123;1;null;null
24119959;36468;2024-11-15;24119959;33143;Prueba performance insertar consumo 13759;0;null;null;25112945;21;2024-11-15;null;null;COA721;123;1;null;null
24119960;36468;2024-11-15;24119960;33144;Prueba performance insertar consumo 13760;0;null;null;25112946;21;2024-11-15;null;null;JJV112;123;1;null;null
24119961;36468;2024-11-15;24119961;33145;Prueba performance insertar consumo 13761;0;null;null;25112947;21;2024-11-15;null;null;LED195;123;1;null;null
24119962;36468;2024-11-15;24119962;33146;Prueba performance insertar consumo 13762;0;null;null;25112948;21;2024-11-15;null;null;MIT123;123;1;null;null
24119963;36468;2024-11-15;24119963;33147;Prueba performance insertar consumo 13763;0;null;null;25112949;21;2024-11-15;null;null;QWE000;123;1;null;null
24119964;36468;2024-11-15;24119964;33148;Prueba performance insertar consumo 13764;0;null;null;25112950;21;2024-11-15;null;null;RTQ843;123;1;null;null
24119965;36468;2024-11-15;24119965;33149;Prueba performance insertar consumo 13765;0;null;null;25112951;21;2024-11-15;null;null;AJT124;123;1;null;null
24119966;36468;2024-11-15;24119966;33150;Prueba performance insertar consumo 13766;0;null;null;25112952;21;2024-11-15;null;null;COA721;123;1;null;null
24119967;36468;2024-11-15;24119967;33151;Prueba performance insertar consumo 13767;0;null;null;25112953;21;2024-11-15;null;null;JJV112;123;1;null;null
24119968;36468;2024-11-15;24119968;33152;Prueba performance insertar consumo 13768;0;null;null;25112954;21;2024-11-15;null;null;LED195;123;1;null;null
24119969;36468;2024-11-15;24119969;33153;Prueba performance insertar consumo 13769;0;null;null;25112955;21;2024-11-15;null;null;MIT123;123;1;null;null
24119970;36468;2024-11-15;24119970;33154;Prueba performance insertar consumo 13770;0;null;null;25112956;21;2024-11-15;null;null;QWE000;123;1;null;null
24119971;36468;2024-11-15;24119971;33155;Prueba performance insertar consumo 13771;0;null;null;25112957;21;2024-11-15;null;null;RTQ843;123;1;null;null
24119972;36468;2024-11-15;24119972;33156;Prueba performance insertar consumo 13772;0;null;null;25112958;21;2024-11-15;null;null;AJT124;123;1;null;null
24119973;36468;2024-11-15;24119973;33157;Prueba performance insertar consumo 13773;0;null;null;25112959;21;2024-11-15;null;null;COA721;123;1;null;null
24119974;36468;2024-11-15;24119974;33158;Prueba performance insertar consumo 13774;0;null;null;25112960;21;2024-11-15;null;null;JJV112;123;1;null;null
24119975;36468;2024-11-15;24119975;33159;Prueba performance insertar consumo 13775;0;null;null;25112961;21;2024-11-15;null;null;LED195;123;1;null;null
24119976;36468;2024-11-15;24119976;33160;Prueba performance insertar consumo 13776;0;null;null;25112962;21;2024-11-15;null;null;MIT123;123;1;null;null
24119977;36468;2024-11-15;24119977;33161;Prueba performance insertar consumo 13777;0;null;null;25112963;21;2024-11-15;null;null;QWE000;123;1;null;null
24119978;36468;2024-11-15;24119978;33162;Prueba performance insertar consumo 13778;0;null;null;25112964;21;2024-11-15;null;null;RTQ843;123;1;null;null
24119979;36468;2024-11-15;24119979;33163;Prueba performance insertar consumo 13779;0;null;null;25112965;21;2024-11-15;null;null;AJT124;123;1;null;null
24119980;36468;2024-11-15;24119980;33164;Prueba performance insertar consumo 13780;0;null;null;25112966;21;2024-11-15;null;null;COA721;123;1;null;null
24119981;36468;2024-11-15;24119981;33165;Prueba performance insertar consumo 13781;0;null;null;25112967;21;2024-11-15;null;null;JJV112;123;1;null;null
24119982;36468;2024-11-15;24119982;33166;Prueba performance insertar consumo 13782;0;null;null;25112968;21;2024-11-15;null;null;LED195;123;1;null;null
24119983;36468;2024-11-15;24119983;33167;Prueba performance insertar consumo 13783;0;null;null;25112969;21;2024-11-15;null;null;MIT123;123;1;null;null
24119984;36468;2024-11-15;24119984;33168;Prueba performance insertar consumo 13784;0;null;null;25112970;21;2024-11-15;null;null;QWE000;123;1;null;null
24119985;36468;2024-11-15;24119985;33169;Prueba performance insertar consumo 13785;0;null;null;25112971;21;2024-11-15;null;null;RTQ843;123;1;null;null
24119986;36468;2024-11-15;24119986;33170;Prueba performance insertar consumo 13786;0;null;null;25112972;21;2024-11-15;null;null;AJT124;123;1;null;null
24119987;36468;2024-11-15;24119987;33171;Prueba performance insertar consumo 13787;0;null;null;25112973;21;2024-11-15;null;null;COA721;123;1;null;null
24119988;36468;2024-11-15;24119988;33172;Prueba performance insertar consumo 13788;0;null;null;25112974;21;2024-11-15;null;null;JJV112;123;1;null;null
24119989;36468;2024-11-15;24119989;33173;Prueba performance insertar consumo 13789;0;null;null;25112975;21;2024-11-15;null;null;LED195;123;1;null;null
24119990;36468;2024-11-15;24119990;33174;Prueba performance insertar consumo 13790;0;null;null;25112976;21;2024-11-15;null;null;MIT123;123;1;null;null
24119991;36468;2024-11-15;24119991;33175;Prueba performance insertar consumo 13791;0;null;null;25112977;21;2024-11-15;null;null;QWE000;123;1;null;null
24119992;36468;2024-11-15;24119992;33176;Prueba performance insertar consumo 13792;0;null;null;25112978;21;2024-11-15;null;null;RTQ843;123;1;null;null
24119993;36468;2024-11-15;24119993;33177;Prueba performance insertar consumo 13793;0;null;null;25112979;21;2024-11-15;null;null;AJT124;123;1;null;null
24119994;36468;2024-11-15;24119994;33178;Prueba performance insertar consumo 13794;0;null;null;25112980;21;2024-11-15;null;null;COA721;123;1;null;null
24119995;36468;2024-11-15;24119995;33179;Prueba performance insertar consumo 13795;0;null;null;25112981;21;2024-11-15;null;null;JJV112;123;1;null;null
24119996;36468;2024-11-15;24119996;33180;Prueba performance insertar consumo 13796;0;null;null;25112982;21;2024-11-15;null;null;LED195;123;1;null;null
24119997;36468;2024-11-15;24119997;33181;Prueba performance insertar consumo 13797;0;null;null;25112983;21;2024-11-15;null;null;MIT123;123;1;null;null
24119998;36468;2024-11-15;24119998;33182;Prueba performance insertar consumo 13798;0;null;null;25112984;21;2024-11-15;null;null;QWE000;123;1;null;null
24119999;36468;2024-11-15;24119999;33183;Prueba performance insertar consumo 13799;0;null;null;25112985;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120000;36468;2024-11-15;24120000;33184;Prueba performance insertar consumo 13800;0;null;null;25112986;21;2024-11-15;null;null;AJT124;123;1;null;null
24120001;36468;2024-11-15;24120001;33185;Prueba performance insertar consumo 13801;0;null;null;25112987;21;2024-11-15;null;null;COA721;123;1;null;null
24120002;36468;2024-11-15;24120002;33186;Prueba performance insertar consumo 13802;0;null;null;25112988;21;2024-11-15;null;null;JJV112;123;1;null;null
24120003;36468;2024-11-15;24120003;33187;Prueba performance insertar consumo 13803;0;null;null;25112989;21;2024-11-15;null;null;LED195;123;1;null;null
24120004;36468;2024-11-15;24120004;33188;Prueba performance insertar consumo 13804;0;null;null;25112990;21;2024-11-15;null;null;MIT123;123;1;null;null
24120005;36468;2024-11-15;24120005;33189;Prueba performance insertar consumo 13805;0;null;null;25112991;21;2024-11-15;null;null;QWE000;123;1;null;null
24120006;36468;2024-11-15;24120006;33190;Prueba performance insertar consumo 13806;0;null;null;25112992;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120007;36468;2024-11-15;24120007;33191;Prueba performance insertar consumo 13807;0;null;null;25112993;21;2024-11-15;null;null;AJT124;123;1;null;null
24120008;36468;2024-11-15;24120008;33192;Prueba performance insertar consumo 13808;0;null;null;25112994;21;2024-11-15;null;null;COA721;123;1;null;null
24120009;36468;2024-11-15;24120009;33193;Prueba performance insertar consumo 13809;0;null;null;25112995;21;2024-11-15;null;null;JJV112;123;1;null;null
24120010;36468;2024-11-15;24120010;33194;Prueba performance insertar consumo 13810;0;null;null;25112996;21;2024-11-15;null;null;LED195;123;1;null;null
24120011;36468;2024-11-15;24120011;33195;Prueba performance insertar consumo 13811;0;null;null;25112997;21;2024-11-15;null;null;MIT123;123;1;null;null
24120012;36468;2024-11-15;24120012;33196;Prueba performance insertar consumo 13812;0;null;null;25112998;21;2024-11-15;null;null;QWE000;123;1;null;null
24120013;36468;2024-11-15;24120013;33197;Prueba performance insertar consumo 13813;0;null;null;25112999;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120014;36468;2024-11-15;24120014;33198;Prueba performance insertar consumo 13814;0;null;null;25113000;21;2024-11-15;null;null;AJT124;123;1;null;null
24120015;36468;2024-11-15;24120015;33199;Prueba performance insertar consumo 13815;0;null;null;25113001;21;2024-11-15;null;null;COA721;123;1;null;null
24120016;36468;2024-11-15;24120016;33200;Prueba performance insertar consumo 13816;0;null;null;25113002;21;2024-11-15;null;null;JJV112;123;1;null;null
24120017;36468;2024-11-15;24120017;33201;Prueba performance insertar consumo 13817;0;null;null;25113003;21;2024-11-15;null;null;LED195;123;1;null;null
24120018;36468;2024-11-15;24120018;33202;Prueba performance insertar consumo 13818;0;null;null;25113004;21;2024-11-15;null;null;MIT123;123;1;null;null
24120019;36468;2024-11-15;24120019;33203;Prueba performance insertar consumo 13819;0;null;null;25113005;21;2024-11-15;null;null;QWE000;123;1;null;null
24120020;36468;2024-11-15;24120020;33204;Prueba performance insertar consumo 13820;0;null;null;25113006;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120021;36468;2024-11-15;24120021;33205;Prueba performance insertar consumo 13821;0;null;null;25113007;21;2024-11-15;null;null;AJT124;123;1;null;null
24120022;36468;2024-11-15;24120022;33206;Prueba performance insertar consumo 13822;0;null;null;25113008;21;2024-11-15;null;null;COA721;123;1;null;null
24120023;36468;2024-11-15;24120023;33207;Prueba performance insertar consumo 13823;0;null;null;25113009;21;2024-11-15;null;null;JJV112;123;1;null;null
24120024;36468;2024-11-15;24120024;33208;Prueba performance insertar consumo 13824;0;null;null;25113010;21;2024-11-15;null;null;LED195;123;1;null;null
24120025;36468;2024-11-15;24120025;33209;Prueba performance insertar consumo 13825;0;null;null;25113011;21;2024-11-15;null;null;MIT123;123;1;null;null
24120026;36468;2024-11-15;24120026;33210;Prueba performance insertar consumo 13826;0;null;null;25113012;21;2024-11-15;null;null;QWE000;123;1;null;null
24120027;36468;2024-11-15;24120027;33211;Prueba performance insertar consumo 13827;0;null;null;25113013;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120028;36468;2024-11-15;24120028;33212;Prueba performance insertar consumo 13828;0;null;null;25113014;21;2024-11-15;null;null;AJT124;123;1;null;null
24120029;36468;2024-11-15;24120029;33213;Prueba performance insertar consumo 13829;0;null;null;25113015;21;2024-11-15;null;null;COA721;123;1;null;null
24120030;36468;2024-11-15;24120030;33214;Prueba performance insertar consumo 13830;0;null;null;25113016;21;2024-11-15;null;null;JJV112;123;1;null;null
24120031;36468;2024-11-15;24120031;33215;Prueba performance insertar consumo 13831;0;null;null;25113017;21;2024-11-15;null;null;LED195;123;1;null;null
24120032;36468;2024-11-15;24120032;33216;Prueba performance insertar consumo 13832;0;null;null;25113018;21;2024-11-15;null;null;MIT123;123;1;null;null
24120033;36468;2024-11-15;24120033;33217;Prueba performance insertar consumo 13833;0;null;null;25113019;21;2024-11-15;null;null;QWE000;123;1;null;null
24120034;36468;2024-11-15;24120034;33218;Prueba performance insertar consumo 13834;0;null;null;25113020;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120035;36468;2024-11-15;24120035;33219;Prueba performance insertar consumo 13835;0;null;null;25113021;21;2024-11-15;null;null;AJT124;123;1;null;null
24120036;36468;2024-11-15;24120036;33220;Prueba performance insertar consumo 13836;0;null;null;25113022;21;2024-11-15;null;null;COA721;123;1;null;null
24120037;36468;2024-11-15;24120037;33221;Prueba performance insertar consumo 13837;0;null;null;25113023;21;2024-11-15;null;null;JJV112;123;1;null;null
24120038;36468;2024-11-15;24120038;33222;Prueba performance insertar consumo 13838;0;null;null;25113024;21;2024-11-15;null;null;LED195;123;1;null;null
24120039;36468;2024-11-15;24120039;33223;Prueba performance insertar consumo 13839;0;null;null;25113025;21;2024-11-15;null;null;MIT123;123;1;null;null
24120040;36468;2024-11-15;24120040;33224;Prueba performance insertar consumo 13840;0;null;null;25113026;21;2024-11-15;null;null;QWE000;123;1;null;null
24120041;36468;2024-11-15;24120041;33225;Prueba performance insertar consumo 13841;0;null;null;25113027;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120042;36468;2024-11-15;24120042;33226;Prueba performance insertar consumo 13842;0;null;null;25113028;21;2024-11-15;null;null;AJT124;123;1;null;null
24120043;36468;2024-11-15;24120043;33227;Prueba performance insertar consumo 13843;0;null;null;25113029;21;2024-11-15;null;null;COA721;123;1;null;null
24120044;36468;2024-11-15;24120044;33228;Prueba performance insertar consumo 13844;0;null;null;25113030;21;2024-11-15;null;null;JJV112;123;1;null;null
24120045;36468;2024-11-15;24120045;33229;Prueba performance insertar consumo 13845;0;null;null;25113031;21;2024-11-15;null;null;LED195;123;1;null;null
24120046;36468;2024-11-15;24120046;33230;Prueba performance insertar consumo 13846;0;null;null;25113032;21;2024-11-15;null;null;MIT123;123;1;null;null
24120047;36468;2024-11-15;24120047;33231;Prueba performance insertar consumo 13847;0;null;null;25113033;21;2024-11-15;null;null;QWE000;123;1;null;null
24120048;36468;2024-11-15;24120048;33232;Prueba performance insertar consumo 13848;0;null;null;25113034;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120049;36468;2024-11-15;24120049;33233;Prueba performance insertar consumo 13849;0;null;null;25113035;21;2024-11-15;null;null;AJT124;123;1;null;null
24120050;36468;2024-11-15;24120050;33234;Prueba performance insertar consumo 13850;0;null;null;25113036;21;2024-11-15;null;null;COA721;123;1;null;null
24120051;36468;2024-11-15;24120051;33235;Prueba performance insertar consumo 13851;0;null;null;25113037;21;2024-11-15;null;null;JJV112;123;1;null;null
24120052;36468;2024-11-15;24120052;33236;Prueba performance insertar consumo 13852;0;null;null;25113038;21;2024-11-15;null;null;LED195;123;1;null;null
24120053;36468;2024-11-15;24120053;33237;Prueba performance insertar consumo 13853;0;null;null;25113039;21;2024-11-15;null;null;MIT123;123;1;null;null
24120054;36468;2024-11-15;24120054;33238;Prueba performance insertar consumo 13854;0;null;null;25113040;21;2024-11-15;null;null;QWE000;123;1;null;null
24120055;36468;2024-11-15;24120055;33239;Prueba performance insertar consumo 13855;0;null;null;25113041;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120056;36468;2024-11-15;24120056;33240;Prueba performance insertar consumo 13856;0;null;null;25113042;21;2024-11-15;null;null;AJT124;123;1;null;null
24120057;36468;2024-11-15;24120057;33241;Prueba performance insertar consumo 13857;0;null;null;25113043;21;2024-11-15;null;null;COA721;123;1;null;null
24120058;36468;2024-11-15;24120058;33242;Prueba performance insertar consumo 13858;0;null;null;25113044;21;2024-11-15;null;null;JJV112;123;1;null;null
24120059;36468;2024-11-15;24120059;33243;Prueba performance insertar consumo 13859;0;null;null;25113045;21;2024-11-15;null;null;LED195;123;1;null;null
24120060;36468;2024-11-15;24120060;33244;Prueba performance insertar consumo 13860;0;null;null;25113046;21;2024-11-15;null;null;MIT123;123;1;null;null
24120061;36468;2024-11-15;24120061;33245;Prueba performance insertar consumo 13861;0;null;null;25113047;21;2024-11-15;null;null;QWE000;123;1;null;null
24120062;36468;2024-11-15;24120062;33246;Prueba performance insertar consumo 13862;0;null;null;25113048;21;2024-11-15;null;null;RTQ843;123;1;null;null
24120063;36468;2024-11-15;24120063;33247;Prueba performance insertar consumo 13863;0;null;null;25113049;21;2024-11-15;null;null;AJT124;123;1;null;null
24120064;36468;2024-11-15;24120064;33248;Prueba performance insertar consumo 13864;0;null;null;25113050;21;2024-11-15;null;null;COA721;123;1;null;null
24120065;36468;2024-11-15;24120065;33249;Prueba performance insertar consumo 13865;0;null;null;25113051;21;2024-11-15;null;null;JJV112;123;1;null;null
