cdmvto_sinc_billeteraICO;cdusuarioICO;femvtoICO;cdnumero_transaccionICO;vrmvtoICO;dsdescripcion_mvtoICO;cdtipo_mvtoICO;cdtipo_ajusteICO;cdorigen_ajusteICO;cdmvto_relacionICO;cdusuario_ingresaICO;feingresaICO;femodificaICO;cdmovimiento_referenciaICO;dsplacaICO;cdpunto_atencionICO;cdtipo_consumoICO;vrajusteICO;cdajusteICO
7122685;39996;2024-11-15;7122685;33174;Prueba performance insertar comision 13863;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122686;39906;2024-11-15;7122686;33175;Prueba performance insertar comision 13864;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122687;39960;2024-11-15;7122687;33176;Prueba performance insertar comision 13865;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122688;39961;2024-11-15;7122688;33177;Prueba performance insertar comision 13866;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122689;39962;2024-11-15;7122689;33178;Prueba performance insertar comision 13867;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122690;39763;2024-11-15;7122690;33179;Prueba performance insertar comision 13868;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122691;39996;2024-11-15;7122691;33180;Prueba performance insertar comision 13869;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122692;39906;2024-11-15;7122692;33181;Prueba performance insertar comision 13870;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122693;39960;2024-11-15;7122693;33182;Prueba performance insertar comision 13871;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122694;39961;2024-11-15;7122694;33183;Prueba performance insertar comision 13872;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122695;39962;2024-11-15;7122695;33184;Prueba performance insertar comision 13873;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122696;39763;2024-11-15;7122696;33185;Prueba performance insertar comision 13874;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122697;39996;2024-11-15;7122697;33186;Prueba performance insertar comision 13875;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122698;39906;2024-11-15;7122698;33187;Prueba performance insertar comision 13876;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122699;39960;2024-11-15;7122699;33188;Prueba performance insertar comision 13877;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122700;39961;2024-11-15;7122700;33189;Prueba performance insertar comision 13878;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122701;39962;2024-11-15;7122701;33190;Prueba performance insertar comision 13879;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122702;39763;2024-11-15;7122702;33191;Prueba performance insertar comision 13880;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122703;39996;2024-11-15;7122703;33192;Prueba performance insertar comision 13881;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122704;39906;2024-11-15;7122704;33193;Prueba performance insertar comision 13882;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122705;39960;2024-11-15;7122705;33194;Prueba performance insertar comision 13883;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122706;39961;2024-11-15;7122706;33195;Prueba performance insertar comision 13884;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122707;39962;2024-11-15;7122707;33196;Prueba performance insertar comision 13885;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122708;39763;2024-11-15;7122708;33197;Prueba performance insertar comision 13886;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122709;39996;2024-11-15;7122709;33198;Prueba performance insertar comision 13887;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122710;39906;2024-11-15;7122710;33199;Prueba performance insertar comision 13888;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122711;39961;2024-11-15;7122711;33200;Prueba performance insertar comision 13889;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122712;39962;2024-11-15;7122712;33201;Prueba performance insertar comision 13890;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122713;39763;2024-11-15;7122713;33202;Prueba performance insertar comision 13891;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122714;39996;2024-11-15;7122714;33203;Prueba performance insertar comision 13892;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122715;39906;2024-11-15;7122715;33204;Prueba performance insertar comision 13893;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122716;39960;2024-11-15;7122716;33205;Prueba performance insertar comision 13894;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122717;39961;2024-11-15;7122717;33206;Prueba performance insertar comision 13895;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122718;39962;2024-11-15;7122718;33207;Prueba performance insertar comision 13896;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122719;39763;2024-11-15;7122719;33208;Prueba performance insertar comision 13897;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122720;39996;2024-11-15;7122720;33209;Prueba performance insertar comision 13898;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122721;39906;2024-11-15;7122721;33210;Prueba performance insertar comision 13899;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122722;39960;2024-11-15;7122722;33211;Prueba performance insertar comision 13900;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122723;39961;2024-11-15;7122723;33212;Prueba performance insertar comision 13901;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122724;39962;2024-11-15;7122724;33213;Prueba performance insertar comision 13902;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122725;39763;2024-11-15;7122725;33214;Prueba performance insertar comision 13903;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122726;39996;2024-11-15;7122726;33215;Prueba performance insertar comision 13904;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122727;39906;2024-11-15;7122727;33216;Prueba performance insertar comision 13905;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122728;39960;2024-11-15;7122728;33217;Prueba performance insertar comision 13906;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122729;39961;2024-11-15;7122729;33218;Prueba performance insertar comision 13907;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122730;39962;2024-11-15;7122730;33219;Prueba performance insertar comision 13908;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122731;39763;2024-11-15;7122731;33220;Prueba performance insertar comision 13909;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122732;39996;2024-11-15;7122732;33221;Prueba performance insertar comision 13910;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122733;39906;2024-11-15;7122733;33222;Prueba performance insertar comision 13911;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122734;39960;2024-11-15;7122734;33223;Prueba performance insertar comision 13912;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122735;39961;2024-11-15;7122735;33224;Prueba performance insertar comision 13913;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122736;39962;2024-11-15;7122736;33225;Prueba performance insertar comision 13914;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122737;39763;2024-11-15;7122737;33226;Prueba performance insertar comision 13915;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122738;39996;2024-11-15;7122738;33227;Prueba performance insertar comision 13916;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122739;39906;2024-11-15;7122739;33228;Prueba performance insertar comision 13917;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122740;39960;2024-11-15;7122740;33229;Prueba performance insertar comision 13918;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122741;39961;2024-11-15;7122741;33230;Prueba performance insertar comision 13919;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122742;39962;2024-11-15;7122742;33231;Prueba performance insertar comision 13920;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122743;39763;2024-11-15;7122743;33232;Prueba performance insertar comision 13921;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122744;39996;2024-11-15;7122744;33233;Prueba performance insertar comision 13922;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122745;39906;2024-11-15;7122745;33234;Prueba performance insertar comision 13923;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122746;39961;2024-11-15;7122746;33235;Prueba performance insertar comision 13924;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122747;39962;2024-11-15;7122747;33236;Prueba performance insertar comision 13925;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122748;39763;2024-11-15;7122748;33237;Prueba performance insertar comision 13926;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122749;39996;2024-11-15;7122749;33238;Prueba performance insertar comision 13927;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122750;39906;2024-11-15;7122750;33239;Prueba performance insertar comision 13928;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122751;39960;2024-11-15;7122751;33240;Prueba performance insertar comision 13929;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122752;39961;2024-11-15;7122752;33241;Prueba performance insertar comision 13930;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122753;39962;2024-11-15;7122753;33242;Prueba performance insertar comision 13931;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122754;39763;2024-11-15;7122754;33243;Prueba performance insertar comision 13932;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122755;39996;2024-11-15;7122755;33244;Prueba performance insertar comision 13933;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122756;39906;2024-11-15;7122756;33245;Prueba performance insertar comision 13934;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122757;39960;2024-11-15;7122757;33246;Prueba performance insertar comision 13935;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122758;39961;2024-11-15;7122758;33247;Prueba performance insertar comision 13936;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122759;39962;2024-11-15;7122759;33248;Prueba performance insertar comision 13937;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122760;39763;2024-11-15;7122760;33249;Prueba performance insertar comision 13938;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122761;39996;2024-11-15;7122761;33250;Prueba performance insertar comision 13939;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122762;39906;2024-11-15;7122762;33251;Prueba performance insertar comision 13940;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122763;39960;2024-11-15;7122763;33252;Prueba performance insertar comision 13941;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122764;39961;2024-11-15;7122764;33253;Prueba performance insertar comision 13942;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122765;39962;2024-11-15;7122765;33254;Prueba performance insertar comision 13943;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122766;39763;2024-11-15;7122766;33255;Prueba performance insertar comision 13944;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122767;39996;2024-11-15;7122767;33256;Prueba performance insertar comision 13945;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122768;39906;2024-11-15;7122768;33257;Prueba performance insertar comision 13946;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122769;39960;2024-11-15;7122769;33258;Prueba performance insertar comision 13947;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122770;39961;2024-11-15;7122770;33259;Prueba performance insertar comision 13948;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122771;39962;2024-11-15;7122771;33260;Prueba performance insertar comision 13949;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122772;39763;2024-11-15;7122772;33261;Prueba performance insertar comision 13950;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122773;39996;2024-11-15;7122773;33262;Prueba performance insertar comision 13951;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122774;39906;2024-11-15;7122774;33263;Prueba performance insertar comision 13952;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122775;39960;2024-11-15;7122775;33264;Prueba performance insertar comision 13953;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122776;39961;2024-11-15;7122776;33265;Prueba performance insertar comision 13954;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122777;39962;2024-11-15;7122777;33266;Prueba performance insertar comision 13955;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122778;39763;2024-11-15;7122778;33267;Prueba performance insertar comision 13956;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122779;39996;2024-11-15;7122779;33268;Prueba performance insertar comision 13957;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122780;39906;2024-11-15;7122780;33269;Prueba performance insertar comision 13958;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122781;39961;2024-11-15;7122781;33270;Prueba performance insertar comision 13959;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122782;39962;2024-11-15;7122782;33271;Prueba performance insertar comision 13960;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122783;39763;2024-11-15;7122783;33272;Prueba performance insertar comision 13961;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122784;39996;2024-11-15;7122784;33273;Prueba performance insertar comision 13962;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122785;39906;2024-11-15;7122785;33274;Prueba performance insertar comision 13963;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122786;39960;2024-11-15;7122786;33275;Prueba performance insertar comision 13964;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122787;39961;2024-11-15;7122787;33276;Prueba performance insertar comision 13965;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122788;39962;2024-11-15;7122788;33277;Prueba performance insertar comision 13966;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122789;39763;2024-11-15;7122789;33278;Prueba performance insertar comision 13967;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122790;39996;2024-11-15;7122790;33279;Prueba performance insertar comision 13968;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122791;39906;2024-11-15;7122791;33280;Prueba performance insertar comision 13969;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122792;39960;2024-11-15;7122792;33281;Prueba performance insertar comision 13970;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122793;39961;2024-11-15;7122793;33282;Prueba performance insertar comision 13971;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122794;39962;2024-11-15;7122794;33283;Prueba performance insertar comision 13972;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122795;39763;2024-11-15;7122795;33284;Prueba performance insertar comision 13973;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122796;39996;2024-11-15;7122796;33285;Prueba performance insertar comision 13974;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122797;39906;2024-11-15;7122797;33286;Prueba performance insertar comision 13975;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122798;39960;2024-11-15;7122798;33287;Prueba performance insertar comision 13976;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122799;39961;2024-11-15;7122799;33288;Prueba performance insertar comision 13977;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122800;39962;2024-11-15;7122800;33289;Prueba performance insertar comision 13978;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122801;39763;2024-11-15;7122801;33290;Prueba performance insertar comision 13979;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122802;39996;2024-11-15;7122802;33291;Prueba performance insertar comision 13980;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122803;39906;2024-11-15;7122803;33292;Prueba performance insertar comision 13981;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122804;39960;2024-11-15;7122804;33293;Prueba performance insertar comision 13982;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122805;39961;2024-11-15;7122805;33294;Prueba performance insertar comision 13983;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122806;39962;2024-11-15;7122806;33295;Prueba performance insertar comision 13984;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122807;39763;2024-11-15;7122807;33296;Prueba performance insertar comision 13985;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122808;39996;2024-11-15;7122808;33297;Prueba performance insertar comision 13986;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122809;39906;2024-11-15;7122809;33298;Prueba performance insertar comision 13987;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122810;39960;2024-11-15;7122810;33299;Prueba performance insertar comision 13988;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122811;39961;2024-11-15;7122811;33300;Prueba performance insertar comision 13989;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122812;39962;2024-11-15;7122812;33301;Prueba performance insertar comision 13990;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122813;39763;2024-11-15;7122813;33302;Prueba performance insertar comision 13991;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122814;39996;2024-11-15;7122814;33303;Prueba performance insertar comision 13992;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122815;39906;2024-11-15;7122815;33304;Prueba performance insertar comision 13993;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122816;39961;2024-11-15;7122816;33305;Prueba performance insertar comision 13994;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122817;39962;2024-11-15;7122817;33306;Prueba performance insertar comision 13995;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122818;39763;2024-11-15;7122818;33307;Prueba performance insertar comision 13996;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122819;39996;2024-11-15;7122819;33308;Prueba performance insertar comision 13997;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122820;39906;2024-11-15;7122820;33309;Prueba performance insertar comision 13998;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122821;39960;2024-11-15;7122821;33310;Prueba performance insertar comision 13999;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122822;39961;2024-11-15;7122822;33311;Prueba performance insertar comision 14000;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122823;39962;2024-11-15;7122823;33312;Prueba performance insertar comision 14001;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122824;39763;2024-11-15;7122824;33313;Prueba performance insertar comision 14002;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122825;39996;2024-11-15;7122825;33314;Prueba performance insertar comision 14003;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122826;39906;2024-11-15;7122826;33315;Prueba performance insertar comision 14004;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122827;39960;2024-11-15;7122827;33316;Prueba performance insertar comision 14005;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122828;39961;2024-11-15;7122828;33317;Prueba performance insertar comision 14006;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122829;39962;2024-11-15;7122829;33318;Prueba performance insertar comision 14007;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122830;39763;2024-11-15;7122830;33319;Prueba performance insertar comision 14008;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122831;39996;2024-11-15;7122831;33320;Prueba performance insertar comision 14009;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122832;39906;2024-11-15;7122832;33321;Prueba performance insertar comision 14010;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122833;39960;2024-11-15;7122833;33322;Prueba performance insertar comision 14011;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122834;39961;2024-11-15;7122834;33323;Prueba performance insertar comision 14012;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122835;39962;2024-11-15;7122835;33324;Prueba performance insertar comision 14013;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122836;39763;2024-11-15;7122836;33325;Prueba performance insertar comision 14014;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122837;39996;2024-11-15;7122837;33326;Prueba performance insertar comision 14015;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122838;39906;2024-11-15;7122838;33327;Prueba performance insertar comision 14016;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122839;39960;2024-11-15;7122839;33328;Prueba performance insertar comision 14017;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122840;39961;2024-11-15;7122840;33329;Prueba performance insertar comision 14018;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122841;39962;2024-11-15;7122841;33330;Prueba performance insertar comision 14019;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122842;39763;2024-11-15;7122842;33331;Prueba performance insertar comision 14020;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122843;39996;2024-11-15;7122843;33332;Prueba performance insertar comision 14021;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122844;39906;2024-11-15;7122844;33333;Prueba performance insertar comision 14022;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122845;39960;2024-11-15;7122845;33334;Prueba performance insertar comision 14023;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122846;39961;2024-11-15;7122846;33335;Prueba performance insertar comision 14024;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122847;39962;2024-11-15;7122847;33336;Prueba performance insertar comision 14025;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122848;39763;2024-11-15;7122848;33337;Prueba performance insertar comision 14026;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122849;39996;2024-11-15;7122849;33338;Prueba performance insertar comision 14027;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122850;39906;2024-11-15;7122850;33339;Prueba performance insertar comision 14028;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122851;39961;2024-11-15;7122851;33340;Prueba performance insertar comision 14029;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122852;39962;2024-11-15;7122852;33341;Prueba performance insertar comision 14030;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122853;39763;2024-11-15;7122853;33342;Prueba performance insertar comision 14031;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122854;39996;2024-11-15;7122854;33343;Prueba performance insertar comision 14032;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122855;39906;2024-11-15;7122855;33344;Prueba performance insertar comision 14033;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122856;39960;2024-11-15;7122856;33345;Prueba performance insertar comision 14034;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122857;39961;2024-11-15;7122857;33346;Prueba performance insertar comision 14035;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122858;39962;2024-11-15;7122858;33347;Prueba performance insertar comision 14036;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122859;39763;2024-11-15;7122859;33348;Prueba performance insertar comision 14037;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122860;39996;2024-11-15;7122860;33349;Prueba performance insertar comision 14038;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122861;39906;2024-11-15;7122861;33350;Prueba performance insertar comision 14039;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122862;39960;2024-11-15;7122862;33351;Prueba performance insertar comision 14040;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122863;39961;2024-11-15;7122863;33352;Prueba performance insertar comision 14041;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122864;39962;2024-11-15;7122864;33353;Prueba performance insertar comision 14042;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122865;39763;2024-11-15;7122865;33354;Prueba performance insertar comision 14043;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122866;39996;2024-11-15;7122866;33355;Prueba performance insertar comision 14044;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122867;39906;2024-11-15;7122867;33356;Prueba performance insertar comision 14045;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122868;39960;2024-11-15;7122868;33357;Prueba performance insertar comision 14046;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122869;39961;2024-11-15;7122869;33358;Prueba performance insertar comision 14047;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122870;39962;2024-11-15;7122870;33359;Prueba performance insertar comision 14048;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122871;39763;2024-11-15;7122871;33360;Prueba performance insertar comision 14049;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122872;39996;2024-11-15;7122872;33361;Prueba performance insertar comision 14050;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122873;39906;2024-11-15;7122873;33362;Prueba performance insertar comision 14051;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122874;39960;2024-11-15;7122874;33363;Prueba performance insertar comision 14052;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122875;39961;2024-11-15;7122875;33364;Prueba performance insertar comision 14053;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122876;39962;2024-11-15;7122876;33365;Prueba performance insertar comision 14054;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122877;39763;2024-11-15;7122877;33366;Prueba performance insertar comision 14055;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122878;39996;2024-11-15;7122878;33367;Prueba performance insertar comision 14056;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122879;39906;2024-11-15;7122879;33368;Prueba performance insertar comision 14057;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122880;39960;2024-11-15;7122880;33369;Prueba performance insertar comision 14058;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122881;39961;2024-11-15;7122881;33370;Prueba performance insertar comision 14059;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122882;39962;2024-11-15;7122882;33371;Prueba performance insertar comision 14060;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122883;39763;2024-11-15;7122883;33372;Prueba performance insertar comision 14061;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122884;39996;2024-11-15;7122884;33373;Prueba performance insertar comision 14062;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122885;39906;2024-11-15;7122885;33374;Prueba performance insertar comision 14063;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122886;39961;2024-11-15;7122886;33375;Prueba performance insertar comision 14064;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122887;39962;2024-11-15;7122887;33376;Prueba performance insertar comision 14065;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122888;39763;2024-11-15;7122888;33377;Prueba performance insertar comision 14066;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
7122889;39996;2024-11-15;7122889;33378;Prueba performance insertar comision 14067;3;null;null;2;21;2024-11-15;null;0;null;null;null;null;null
