cdmvto_sinc_billeteraIACO;cdusuarioIACO;femvtoIACO;cdnumero_transaccionIACO;vrmvtoIACO;dsdescripcion_mvtoIACO;cdtipo_mvtoIACO;cdtipo_ajusteIACO;cdorigen_ajusteIACO;cdmvto_relacionIACO;cdusuario_ingresaIACO;feingresaIACO;femodificaIACO;cdmovimiento_referenciaIACO;dsplacaIACO;cdpunto_atencionIACO;cdtipo_consumoIACO;vrajusteIACO;cdajusteIACO
27082717;39766;2024-11-15;27082717;33512;Prueba performance insertar ajuste de comision 14197;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082718;39996;2024-11-15;27082718;33513;Prueba performance insertar ajuste de comision 14198;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082719;39906;2024-11-15;27082719;33514;Prueba performance insertar ajuste de comision 14199;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082720;39960;2024-11-15;27082720;33515;Prueba performance insertar ajuste de comision 14200;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082721;39961;2024-11-15;27082721;33516;Prueba performance insertar ajuste de comision 14201;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082722;39962;2024-11-15;27082722;33517;Prueba performance insertar ajuste de comision 14202;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082723;39763;2024-11-15;27082723;33518;Prueba performance insertar ajuste de comision 14203;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082724;39764;2024-11-15;27082724;33519;Prueba performance insertar ajuste de comision 14204;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082725;39765;2024-11-15;27082725;33520;Prueba performance insertar ajuste de comision 14205;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082726;39766;2024-11-15;27082726;33521;Prueba performance insertar ajuste de comision 14206;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082727;39996;2024-11-15;27082727;33522;Prueba performance insertar ajuste de comision 14207;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082728;39766;2024-11-15;27082728;33523;Prueba performance insertar ajuste de comision 14208;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082729;39996;2024-11-15;27082729;33524;Prueba performance insertar ajuste de comision 14209;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082730;39906;2024-11-15;27082730;33525;Prueba performance insertar ajuste de comision 14210;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082731;39960;2024-11-15;27082731;33526;Prueba performance insertar ajuste de comision 14211;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082732;39961;2024-11-15;27082732;33527;Prueba performance insertar ajuste de comision 14212;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082733;39962;2024-11-15;27082733;33528;Prueba performance insertar ajuste de comision 14213;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082734;39763;2024-11-15;27082734;33529;Prueba performance insertar ajuste de comision 14214;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082735;39764;2024-11-15;27082735;33530;Prueba performance insertar ajuste de comision 14215;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082736;39765;2024-11-15;27082736;33531;Prueba performance insertar ajuste de comision 14216;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082737;39766;2024-11-15;27082737;33532;Prueba performance insertar ajuste de comision 14217;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082738;39996;2024-11-15;27082738;33533;Prueba performance insertar ajuste de comision 14218;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082739;39906;2024-11-15;27082739;33534;Prueba performance insertar ajuste de comision 14219;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082740;39960;2024-11-15;27082740;33535;Prueba performance insertar ajuste de comision 14220;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082741;39961;2024-11-15;27082741;33536;Prueba performance insertar ajuste de comision 14221;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082742;39962;2024-11-15;27082742;33537;Prueba performance insertar ajuste de comision 14222;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082743;39763;2024-11-15;27082743;33538;Prueba performance insertar ajuste de comision 14223;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082744;39764;2024-11-15;27082744;33539;Prueba performance insertar ajuste de comision 14224;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082745;39765;2024-11-15;27082745;33540;Prueba performance insertar ajuste de comision 14225;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082746;39766;2024-11-15;27082746;33541;Prueba performance insertar ajuste de comision 14226;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082747;39996;2024-11-15;27082747;33542;Prueba performance insertar ajuste de comision 14227;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082748;39906;2024-11-15;27082748;33543;Prueba performance insertar ajuste de comision 14228;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082749;39960;2024-11-15;27082749;33544;Prueba performance insertar ajuste de comision 14229;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082750;39961;2024-11-15;27082750;33545;Prueba performance insertar ajuste de comision 14230;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082751;39962;2024-11-15;27082751;33546;Prueba performance insertar ajuste de comision 14231;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082752;39763;2024-11-15;27082752;33547;Prueba performance insertar ajuste de comision 14232;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082753;39764;2024-11-15;27082753;33548;Prueba performance insertar ajuste de comision 14233;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082754;39765;2024-11-15;27082754;33549;Prueba performance insertar ajuste de comision 14234;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082755;39766;2024-11-15;27082755;33550;Prueba performance insertar ajuste de comision 14235;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082756;39996;2024-11-15;27082756;33551;Prueba performance insertar ajuste de comision 14236;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082757;39766;2024-11-15;27082757;33552;Prueba performance insertar ajuste de comision 14237;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082758;39996;2024-11-15;27082758;33553;Prueba performance insertar ajuste de comision 14238;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082759;39906;2024-11-15;27082759;33554;Prueba performance insertar ajuste de comision 14239;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082760;39960;2024-11-15;27082760;33555;Prueba performance insertar ajuste de comision 14240;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082761;39961;2024-11-15;27082761;33556;Prueba performance insertar ajuste de comision 14241;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082762;39962;2024-11-15;27082762;33557;Prueba performance insertar ajuste de comision 14242;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082763;39763;2024-11-15;27082763;33558;Prueba performance insertar ajuste de comision 14243;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082764;39764;2024-11-15;27082764;33559;Prueba performance insertar ajuste de comision 14244;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082765;39765;2024-11-15;27082765;33560;Prueba performance insertar ajuste de comision 14245;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082766;39766;2024-11-15;27082766;33561;Prueba performance insertar ajuste de comision 14246;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082767;39996;2024-11-15;27082767;33562;Prueba performance insertar ajuste de comision 14247;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082768;39906;2024-11-15;27082768;33563;Prueba performance insertar ajuste de comision 14248;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082769;39960;2024-11-15;27082769;33564;Prueba performance insertar ajuste de comision 14249;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082770;39961;2024-11-15;27082770;33565;Prueba performance insertar ajuste de comision 14250;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082771;39962;2024-11-15;27082771;33566;Prueba performance insertar ajuste de comision 14251;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082772;39763;2024-11-15;27082772;33567;Prueba performance insertar ajuste de comision 14252;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082773;39764;2024-11-15;27082773;33568;Prueba performance insertar ajuste de comision 14253;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082774;39765;2024-11-15;27082774;33569;Prueba performance insertar ajuste de comision 14254;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082775;39766;2024-11-15;27082775;33570;Prueba performance insertar ajuste de comision 14255;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082776;39996;2024-11-15;27082776;33571;Prueba performance insertar ajuste de comision 14256;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082777;39906;2024-11-15;27082777;33572;Prueba performance insertar ajuste de comision 14257;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082778;39960;2024-11-15;27082778;33573;Prueba performance insertar ajuste de comision 14258;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082779;39961;2024-11-15;27082779;33574;Prueba performance insertar ajuste de comision 14259;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082780;39962;2024-11-15;27082780;33575;Prueba performance insertar ajuste de comision 14260;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082781;39763;2024-11-15;27082781;33576;Prueba performance insertar ajuste de comision 14261;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082782;39764;2024-11-15;27082782;33577;Prueba performance insertar ajuste de comision 14262;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082783;39765;2024-11-15;27082783;33578;Prueba performance insertar ajuste de comision 14263;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082784;39766;2024-11-15;27082784;33579;Prueba performance insertar ajuste de comision 14264;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082785;39996;2024-11-15;27082785;33580;Prueba performance insertar ajuste de comision 14265;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082786;39766;2024-11-15;27082786;33581;Prueba performance insertar ajuste de comision 14266;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082787;39996;2024-11-15;27082787;33582;Prueba performance insertar ajuste de comision 14267;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082788;39906;2024-11-15;27082788;33583;Prueba performance insertar ajuste de comision 14268;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082789;39960;2024-11-15;27082789;33584;Prueba performance insertar ajuste de comision 14269;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082790;39961;2024-11-15;27082790;33585;Prueba performance insertar ajuste de comision 14270;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082791;39962;2024-11-15;27082791;33586;Prueba performance insertar ajuste de comision 14271;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082792;39763;2024-11-15;27082792;33587;Prueba performance insertar ajuste de comision 14272;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082793;39764;2024-11-15;27082793;33588;Prueba performance insertar ajuste de comision 14273;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082794;39765;2024-11-15;27082794;33589;Prueba performance insertar ajuste de comision 14274;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082795;39766;2024-11-15;27082795;33590;Prueba performance insertar ajuste de comision 14275;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082796;39996;2024-11-15;27082796;33591;Prueba performance insertar ajuste de comision 14276;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082797;39906;2024-11-15;27082797;33592;Prueba performance insertar ajuste de comision 14277;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082798;39960;2024-11-15;27082798;33593;Prueba performance insertar ajuste de comision 14278;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082799;39961;2024-11-15;27082799;33594;Prueba performance insertar ajuste de comision 14279;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082800;39962;2024-11-15;27082800;33595;Prueba performance insertar ajuste de comision 14280;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082801;39763;2024-11-15;27082801;33596;Prueba performance insertar ajuste de comision 14281;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082802;39764;2024-11-15;27082802;33597;Prueba performance insertar ajuste de comision 14282;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082803;39765;2024-11-15;27082803;33598;Prueba performance insertar ajuste de comision 14283;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082804;39766;2024-11-15;27082804;33599;Prueba performance insertar ajuste de comision 14284;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082805;39996;2024-11-15;27082805;33600;Prueba performance insertar ajuste de comision 14285;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082806;39906;2024-11-15;27082806;33601;Prueba performance insertar ajuste de comision 14286;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082807;39960;2024-11-15;27082807;33602;Prueba performance insertar ajuste de comision 14287;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082808;39961;2024-11-15;27082808;33603;Prueba performance insertar ajuste de comision 14288;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082809;39962;2024-11-15;27082809;33604;Prueba performance insertar ajuste de comision 14289;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082810;39763;2024-11-15;27082810;33605;Prueba performance insertar ajuste de comision 14290;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082811;39764;2024-11-15;27082811;33606;Prueba performance insertar ajuste de comision 14291;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082812;39765;2024-11-15;27082812;33607;Prueba performance insertar ajuste de comision 14292;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082813;39766;2024-11-15;27082813;33608;Prueba performance insertar ajuste de comision 14293;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082814;39996;2024-11-15;27082814;33609;Prueba performance insertar ajuste de comision 14294;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082815;39766;2024-11-15;27082815;33610;Prueba performance insertar ajuste de comision 14295;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082816;39996;2024-11-15;27082816;33611;Prueba performance insertar ajuste de comision 14296;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082817;39906;2024-11-15;27082817;33612;Prueba performance insertar ajuste de comision 14297;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082818;39960;2024-11-15;27082818;33613;Prueba performance insertar ajuste de comision 14298;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082819;39961;2024-11-15;27082819;33614;Prueba performance insertar ajuste de comision 14299;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082820;39962;2024-11-15;27082820;33615;Prueba performance insertar ajuste de comision 14300;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082821;39763;2024-11-15;27082821;33616;Prueba performance insertar ajuste de comision 14301;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082822;39764;2024-11-15;27082822;33617;Prueba performance insertar ajuste de comision 14302;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082823;39765;2024-11-15;27082823;33618;Prueba performance insertar ajuste de comision 14303;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082824;39766;2024-11-15;27082824;33619;Prueba performance insertar ajuste de comision 14304;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082825;39996;2024-11-15;27082825;33620;Prueba performance insertar ajuste de comision 14305;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082826;39906;2024-11-15;27082826;33621;Prueba performance insertar ajuste de comision 14306;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082827;39960;2024-11-15;27082827;33622;Prueba performance insertar ajuste de comision 14307;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082828;39961;2024-11-15;27082828;33623;Prueba performance insertar ajuste de comision 14308;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082829;39962;2024-11-15;27082829;33624;Prueba performance insertar ajuste de comision 14309;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082830;39763;2024-11-15;27082830;33625;Prueba performance insertar ajuste de comision 14310;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082831;39764;2024-11-15;27082831;33626;Prueba performance insertar ajuste de comision 14311;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082832;39765;2024-11-15;27082832;33627;Prueba performance insertar ajuste de comision 14312;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082833;39766;2024-11-15;27082833;33628;Prueba performance insertar ajuste de comision 14313;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082834;39996;2024-11-15;27082834;33629;Prueba performance insertar ajuste de comision 14314;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082835;39906;2024-11-15;27082835;33630;Prueba performance insertar ajuste de comision 14315;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082836;39960;2024-11-15;27082836;33631;Prueba performance insertar ajuste de comision 14316;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082837;39961;2024-11-15;27082837;33632;Prueba performance insertar ajuste de comision 14317;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082838;39962;2024-11-15;27082838;33633;Prueba performance insertar ajuste de comision 14318;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082839;39763;2024-11-15;27082839;33634;Prueba performance insertar ajuste de comision 14319;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082840;39764;2024-11-15;27082840;33635;Prueba performance insertar ajuste de comision 14320;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082841;39765;2024-11-15;27082841;33636;Prueba performance insertar ajuste de comision 14321;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082842;39766;2024-11-15;27082842;33637;Prueba performance insertar ajuste de comision 14322;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082843;39996;2024-11-15;27082843;33638;Prueba performance insertar ajuste de comision 14323;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082844;39766;2024-11-15;27082844;33639;Prueba performance insertar ajuste de comision 14324;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082845;39996;2024-11-15;27082845;33640;Prueba performance insertar ajuste de comision 14325;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082846;39906;2024-11-15;27082846;33641;Prueba performance insertar ajuste de comision 14326;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082847;39960;2024-11-15;27082847;33642;Prueba performance insertar ajuste de comision 14327;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082848;39961;2024-11-15;27082848;33643;Prueba performance insertar ajuste de comision 14328;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082849;39962;2024-11-15;27082849;33644;Prueba performance insertar ajuste de comision 14329;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082850;39763;2024-11-15;27082850;33645;Prueba performance insertar ajuste de comision 14330;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082851;39764;2024-11-15;27082851;33646;Prueba performance insertar ajuste de comision 14331;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082852;39765;2024-11-15;27082852;33647;Prueba performance insertar ajuste de comision 14332;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082853;39766;2024-11-15;27082853;33648;Prueba performance insertar ajuste de comision 14333;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082854;39996;2024-11-15;27082854;33649;Prueba performance insertar ajuste de comision 14334;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082855;39906;2024-11-15;27082855;33650;Prueba performance insertar ajuste de comision 14335;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082856;39960;2024-11-15;27082856;33651;Prueba performance insertar ajuste de comision 14336;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082857;39961;2024-11-15;27082857;33652;Prueba performance insertar ajuste de comision 14337;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082858;39962;2024-11-15;27082858;33653;Prueba performance insertar ajuste de comision 14338;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082859;39763;2024-11-15;27082859;33654;Prueba performance insertar ajuste de comision 14339;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082860;39764;2024-11-15;27082860;33655;Prueba performance insertar ajuste de comision 14340;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082861;39765;2024-11-15;27082861;33656;Prueba performance insertar ajuste de comision 14341;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082862;39766;2024-11-15;27082862;33657;Prueba performance insertar ajuste de comision 14342;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082863;39996;2024-11-15;27082863;33658;Prueba performance insertar ajuste de comision 14343;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082864;39906;2024-11-15;27082864;33659;Prueba performance insertar ajuste de comision 14344;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082865;39960;2024-11-15;27082865;33660;Prueba performance insertar ajuste de comision 14345;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082866;39961;2024-11-15;27082866;33661;Prueba performance insertar ajuste de comision 14346;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082867;39962;2024-11-15;27082867;33662;Prueba performance insertar ajuste de comision 14347;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082868;39763;2024-11-15;27082868;33663;Prueba performance insertar ajuste de comision 14348;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082869;39764;2024-11-15;27082869;33664;Prueba performance insertar ajuste de comision 14349;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082870;39765;2024-11-15;27082870;33665;Prueba performance insertar ajuste de comision 14350;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082871;39766;2024-11-15;27082871;33666;Prueba performance insertar ajuste de comision 14351;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082872;39996;2024-11-15;27082872;33667;Prueba performance insertar ajuste de comision 14352;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082873;39766;2024-11-15;27082873;33668;Prueba performance insertar ajuste de comision 14353;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082874;39996;2024-11-15;27082874;33669;Prueba performance insertar ajuste de comision 14354;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082875;39906;2024-11-15;27082875;33670;Prueba performance insertar ajuste de comision 14355;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082876;39960;2024-11-15;27082876;33671;Prueba performance insertar ajuste de comision 14356;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082877;39961;2024-11-15;27082877;33672;Prueba performance insertar ajuste de comision 14357;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082878;39962;2024-11-15;27082878;33673;Prueba performance insertar ajuste de comision 14358;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082879;39763;2024-11-15;27082879;33674;Prueba performance insertar ajuste de comision 14359;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082880;39764;2024-11-15;27082880;33675;Prueba performance insertar ajuste de comision 14360;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082881;39765;2024-11-15;27082881;33676;Prueba performance insertar ajuste de comision 14361;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082882;39766;2024-11-15;27082882;33677;Prueba performance insertar ajuste de comision 14362;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082883;39996;2024-11-15;27082883;33678;Prueba performance insertar ajuste de comision 14363;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082884;39906;2024-11-15;27082884;33679;Prueba performance insertar ajuste de comision 14364;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082885;39960;2024-11-15;27082885;33680;Prueba performance insertar ajuste de comision 14365;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082886;39961;2024-11-15;27082886;33681;Prueba performance insertar ajuste de comision 14366;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082887;39962;2024-11-15;27082887;33682;Prueba performance insertar ajuste de comision 14367;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082888;39763;2024-11-15;27082888;33683;Prueba performance insertar ajuste de comision 14368;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082889;39764;2024-11-15;27082889;33684;Prueba performance insertar ajuste de comision 14369;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082890;39765;2024-11-15;27082890;33685;Prueba performance insertar ajuste de comision 14370;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082891;39766;2024-11-15;27082891;33686;Prueba performance insertar ajuste de comision 14371;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082892;39996;2024-11-15;27082892;33687;Prueba performance insertar ajuste de comision 14372;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082893;39906;2024-11-15;27082893;33688;Prueba performance insertar ajuste de comision 14373;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082894;39960;2024-11-15;27082894;33689;Prueba performance insertar ajuste de comision 14374;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082895;39961;2024-11-15;27082895;33690;Prueba performance insertar ajuste de comision 14375;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082896;39962;2024-11-15;27082896;33691;Prueba performance insertar ajuste de comision 14376;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082897;39763;2024-11-15;27082897;33692;Prueba performance insertar ajuste de comision 14377;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082898;39764;2024-11-15;27082898;33693;Prueba performance insertar ajuste de comision 14378;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082899;39765;2024-11-15;27082899;33694;Prueba performance insertar ajuste de comision 14379;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082900;39766;2024-11-15;27082900;33695;Prueba performance insertar ajuste de comision 14380;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082901;39996;2024-11-15;27082901;33696;Prueba performance insertar ajuste de comision 14381;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082902;39766;2024-11-15;27082902;33697;Prueba performance insertar ajuste de comision 14382;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082903;39996;2024-11-15;27082903;33698;Prueba performance insertar ajuste de comision 14383;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082904;39906;2024-11-15;27082904;33699;Prueba performance insertar ajuste de comision 14384;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082905;39960;2024-11-15;27082905;33700;Prueba performance insertar ajuste de comision 14385;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082906;39961;2024-11-15;27082906;33701;Prueba performance insertar ajuste de comision 14386;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
27082907;39962;2024-11-15;27082907;33702;Prueba performance insertar ajuste de comision 14387;2;0;2;2;21;2024-11-15;null;0;null;null;null;300;159
