cdmvto_sinc_billeteraIAC;cdusuarioIAC;femvtoIAC;cdnumero_transaccionIAC;vrmvtoIAC;dsdescripcion_mvtoIAC;cdtipo_mvtoIAC;cdtipo_ajusteIAC;cdorigen_ajusteIAC;cdmvto_relacionIAC;cdusuario_ingresaIAC;feingresaIAC;femodificaIAC;cdmovimiento_referenciaIAC;dsplacaIAC;cdpunto_atencionIAC;cdtipo_consumoIAC;vrajusteIAC;cdajusteIAC
24100160;36468;2024-11-15;24100160;33652;Prueba performance insertar ajuste de consumo 14338;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100161;36468;2024-11-15;24100161;33653;Prueba performance insertar ajuste de consumo 14339;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100162;36468;2024-11-15;24100162;33654;Prueba performance insertar ajuste de consumo 14340;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24100163;36468;2024-11-15;24100163;33655;Prueba performance insertar ajuste de consumo 14341;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24100164;36468;2024-11-15;24100164;33656;Prueba performance insertar ajuste de consumo 14342;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100165;36468;2024-11-15;24100165;33657;Prueba performance insertar ajuste de consumo 14343;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100166;36468;2024-11-15;24100166;33658;Prueba performance insertar ajuste de consumo 14344;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100167;36468;2024-11-15;24100167;33659;Prueba performance insertar ajuste de consumo 14345;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100168;36468;2024-11-15;24100168;33660;Prueba performance insertar ajuste de consumo 14346;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100169;36468;2024-11-15;24100169;33661;Prueba performance insertar ajuste de consumo 14347;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100170;36468;2024-11-15;24100170;33662;Prueba performance insertar ajuste de consumo 14348;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100171;36468;2024-11-15;24100171;33663;Prueba performance insertar ajuste de consumo 14349;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100172;36468;2024-11-15;24100172;33664;Prueba performance insertar ajuste de consumo 14350;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100173;36468;2024-11-15;24100173;33665;Prueba performance insertar ajuste de consumo 14351;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100174;36468;2024-11-15;24100174;33666;Prueba performance insertar ajuste de consumo 14352;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100175;36468;2024-11-15;24100175;33667;Prueba performance insertar ajuste de consumo 14353;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100176;36468;2024-11-15;24100176;33668;Prueba performance insertar ajuste de consumo 14354;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24100177;36468;2024-11-15;24100177;33669;Prueba performance insertar ajuste de consumo 14355;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24100178;36468;2024-11-15;24100178;33670;Prueba performance insertar ajuste de consumo 14356;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100179;36468;2024-11-15;24100179;33671;Prueba performance insertar ajuste de consumo 14357;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100180;36468;2024-11-15;24100180;33672;Prueba performance insertar ajuste de consumo 14358;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100181;36468;2024-11-15;24100181;33673;Prueba performance insertar ajuste de consumo 14359;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100182;36468;2024-11-15;24100182;33674;Prueba performance insertar ajuste de consumo 14360;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100183;36468;2024-11-15;24100183;33675;Prueba performance insertar ajuste de consumo 14361;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100184;36468;2024-11-15;24100184;33676;Prueba performance insertar ajuste de consumo 14362;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24100185;36468;2024-11-15;24100185;33677;Prueba performance insertar ajuste de consumo 14363;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24100186;36468;2024-11-15;24100186;33678;Prueba performance insertar ajuste de consumo 14364;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100187;36468;2024-11-15;24100187;33679;Prueba performance insertar ajuste de consumo 14365;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100188;36468;2024-11-15;24100188;33680;Prueba performance insertar ajuste de consumo 14366;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100189;36468;2024-11-15;24100189;33681;Prueba performance insertar ajuste de consumo 14367;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100190;36468;2024-11-15;24100190;33682;Prueba performance insertar ajuste de consumo 14368;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100191;36468;2024-11-15;24100191;33683;Prueba performance insertar ajuste de consumo 14369;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100192;36468;2024-11-15;24100192;33684;Prueba performance insertar ajuste de consumo 14370;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100193;36468;2024-11-15;24100193;33685;Prueba performance insertar ajuste de consumo 14371;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100194;36468;2024-11-15;24100194;33686;Prueba performance insertar ajuste de consumo 14372;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100195;36468;2024-11-15;24100195;33687;Prueba performance insertar ajuste de consumo 14373;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100196;36468;2024-11-15;24100196;33688;Prueba performance insertar ajuste de consumo 14374;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100197;36468;2024-11-15;24100197;33689;Prueba performance insertar ajuste de consumo 14375;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100198;36468;2024-11-15;24100198;33690;Prueba performance insertar ajuste de consumo 14376;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24100199;36468;2024-11-15;24100199;33691;Prueba performance insertar ajuste de consumo 14377;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24100200;36468;2024-11-15;24100200;33692;Prueba performance insertar ajuste de consumo 14378;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100201;36468;2024-11-15;24100201;33693;Prueba performance insertar ajuste de consumo 14379;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100202;36468;2024-11-15;24100202;33694;Prueba performance insertar ajuste de consumo 14380;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100203;36468;2024-11-15;24100203;33695;Prueba performance insertar ajuste de consumo 14381;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100204;36468;2024-11-15;24100204;33696;Prueba performance insertar ajuste de consumo 14382;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100205;36468;2024-11-15;24100205;33697;Prueba performance insertar ajuste de consumo 14383;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100206;36468;2024-11-15;24100206;33698;Prueba performance insertar ajuste de consumo 14384;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24100207;36468;2024-11-15;24100207;33699;Prueba performance insertar ajuste de consumo 14385;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24100208;36468;2024-11-15;24100208;33700;Prueba performance insertar ajuste de consumo 14386;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100209;36468;2024-11-15;24100209;33701;Prueba performance insertar ajuste de consumo 14387;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100210;36468;2024-11-15;24100210;33702;Prueba performance insertar ajuste de consumo 14388;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100211;36468;2024-11-15;24100211;33703;Prueba performance insertar ajuste de consumo 14389;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100212;36468;2024-11-15;24100212;33704;Prueba performance insertar ajuste de consumo 14390;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100213;36468;2024-11-15;24100213;33705;Prueba performance insertar ajuste de consumo 14391;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100214;36468;2024-11-15;24100214;33706;Prueba performance insertar ajuste de consumo 14392;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100215;36468;2024-11-15;24100215;33707;Prueba performance insertar ajuste de consumo 14393;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100216;36468;2024-11-15;24100216;33708;Prueba performance insertar ajuste de consumo 14394;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100217;36468;2024-11-15;24100217;33709;Prueba performance insertar ajuste de consumo 14395;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100218;36468;2024-11-15;24100218;33710;Prueba performance insertar ajuste de consumo 14396;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100219;36468;2024-11-15;24100219;33711;Prueba performance insertar ajuste de consumo 14397;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100220;36468;2024-11-15;24100220;33712;Prueba performance insertar ajuste de consumo 14398;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24100221;36468;2024-11-15;24100221;33713;Prueba performance insertar ajuste de consumo 14399;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24100222;36468;2024-11-15;24100222;33714;Prueba performance insertar ajuste de consumo 14400;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100223;36468;2024-11-15;24100223;33715;Prueba performance insertar ajuste de consumo 14401;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100224;36468;2024-11-15;24100224;33716;Prueba performance insertar ajuste de consumo 14402;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100225;36468;2024-11-15;24100225;33717;Prueba performance insertar ajuste de consumo 14403;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100226;36468;2024-11-15;24100226;33718;Prueba performance insertar ajuste de consumo 14404;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100227;36468;2024-11-15;24100227;33719;Prueba performance insertar ajuste de consumo 14405;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100228;36468;2024-11-15;24100228;33720;Prueba performance insertar ajuste de consumo 14406;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24100229;36468;2024-11-15;24100229;33721;Prueba performance insertar ajuste de consumo 14407;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24100230;36468;2024-11-15;24100230;33722;Prueba performance insertar ajuste de consumo 14408;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100231;36468;2024-11-15;24100231;33723;Prueba performance insertar ajuste de consumo 14409;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100232;36468;2024-11-15;24100232;33724;Prueba performance insertar ajuste de consumo 14410;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100233;36468;2024-11-15;24100233;33725;Prueba performance insertar ajuste de consumo 14411;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100234;36468;2024-11-15;24100234;33726;Prueba performance insertar ajuste de consumo 14412;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100235;36468;2024-11-15;24100235;33727;Prueba performance insertar ajuste de consumo 14413;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100236;36468;2024-11-15;24100236;33728;Prueba performance insertar ajuste de consumo 14414;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100237;36468;2024-11-15;24100237;33729;Prueba performance insertar ajuste de consumo 14415;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100238;36468;2024-11-15;24100238;33730;Prueba performance insertar ajuste de consumo 14416;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100239;36468;2024-11-15;24100239;33731;Prueba performance insertar ajuste de consumo 14417;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100240;36468;2024-11-15;24100240;33732;Prueba performance insertar ajuste de consumo 14418;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100241;36468;2024-11-15;24100241;33733;Prueba performance insertar ajuste de consumo 14419;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100242;36468;2024-11-15;24100242;33734;Prueba performance insertar ajuste de consumo 14420;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24100243;36468;2024-11-15;24100243;33735;Prueba performance insertar ajuste de consumo 14421;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24100244;36468;2024-11-15;24100244;33736;Prueba performance insertar ajuste de consumo 14422;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100245;36468;2024-11-15;24100245;33737;Prueba performance insertar ajuste de consumo 14423;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100246;36468;2024-11-15;24100246;33738;Prueba performance insertar ajuste de consumo 14424;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100247;36468;2024-11-15;24100247;33739;Prueba performance insertar ajuste de consumo 14425;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100248;36468;2024-11-15;24100248;33740;Prueba performance insertar ajuste de consumo 14426;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100249;36468;2024-11-15;24100249;33741;Prueba performance insertar ajuste de consumo 14427;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100250;36468;2024-11-15;24100250;33742;Prueba performance insertar ajuste de consumo 14428;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24100251;36468;2024-11-15;24100251;33743;Prueba performance insertar ajuste de consumo 14429;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24100252;36468;2024-11-15;24100252;33744;Prueba performance insertar ajuste de consumo 14430;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100253;36468;2024-11-15;24100253;33745;Prueba performance insertar ajuste de consumo 14431;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100254;36468;2024-11-15;24100254;33746;Prueba performance insertar ajuste de consumo 14432;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100255;36468;2024-11-15;24100255;33747;Prueba performance insertar ajuste de consumo 14433;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100256;36468;2024-11-15;24100256;33748;Prueba performance insertar ajuste de consumo 14434;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100257;36468;2024-11-15;24100257;33749;Prueba performance insertar ajuste de consumo 14435;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100258;36468;2024-11-15;24100258;33750;Prueba performance insertar ajuste de consumo 14436;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100259;36468;2024-11-15;24100259;33751;Prueba performance insertar ajuste de consumo 14437;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100260;36468;2024-11-15;24100260;33752;Prueba performance insertar ajuste de consumo 14438;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100261;36468;2024-11-15;24100261;33753;Prueba performance insertar ajuste de consumo 14439;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100262;36468;2024-11-15;24100262;33754;Prueba performance insertar ajuste de consumo 14440;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100263;36468;2024-11-15;24100263;33755;Prueba performance insertar ajuste de consumo 14441;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100264;36468;2024-11-15;24100264;33756;Prueba performance insertar ajuste de consumo 14442;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24100265;36468;2024-11-15;24100265;33757;Prueba performance insertar ajuste de consumo 14443;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24100266;36468;2024-11-15;24100266;33758;Prueba performance insertar ajuste de consumo 14444;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100267;36468;2024-11-15;24100267;33759;Prueba performance insertar ajuste de consumo 14445;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100268;36468;2024-11-15;24100268;33760;Prueba performance insertar ajuste de consumo 14446;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100269;36468;2024-11-15;24100269;33761;Prueba performance insertar ajuste de consumo 14447;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100270;36468;2024-11-15;24100270;33762;Prueba performance insertar ajuste de consumo 14448;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100271;36468;2024-11-15;24100271;33763;Prueba performance insertar ajuste de consumo 14449;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100272;36468;2024-11-15;24100272;33764;Prueba performance insertar ajuste de consumo 14450;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24100273;36468;2024-11-15;24100273;33765;Prueba performance insertar ajuste de consumo 14451;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24100274;36468;2024-11-15;24100274;33766;Prueba performance insertar ajuste de consumo 14452;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100275;36468;2024-11-15;24100275;33767;Prueba performance insertar ajuste de consumo 14453;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100276;36468;2024-11-15;24100276;33768;Prueba performance insertar ajuste de consumo 14454;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100277;36468;2024-11-15;24100277;33769;Prueba performance insertar ajuste de consumo 14455;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100278;36468;2024-11-15;24100278;33770;Prueba performance insertar ajuste de consumo 14456;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100279;36468;2024-11-15;24100279;33771;Prueba performance insertar ajuste de consumo 14457;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100280;36468;2024-11-15;24100280;33772;Prueba performance insertar ajuste de consumo 14458;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100281;36468;2024-11-15;24100281;33773;Prueba performance insertar ajuste de consumo 14459;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100282;36468;2024-11-15;24100282;33774;Prueba performance insertar ajuste de consumo 14460;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100283;36468;2024-11-15;24100283;33775;Prueba performance insertar ajuste de consumo 14461;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100284;36468;2024-11-15;24100284;33776;Prueba performance insertar ajuste de consumo 14462;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100285;36468;2024-11-15;24100285;33777;Prueba performance insertar ajuste de consumo 14463;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100286;36468;2024-11-15;24100286;33778;Prueba performance insertar ajuste de consumo 14464;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24100287;36468;2024-11-15;24100287;33779;Prueba performance insertar ajuste de consumo 14465;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24100288;36468;2024-11-15;24100288;33780;Prueba performance insertar ajuste de consumo 14466;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100289;36468;2024-11-15;24100289;33781;Prueba performance insertar ajuste de consumo 14467;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100290;36468;2024-11-15;24100290;33782;Prueba performance insertar ajuste de consumo 14468;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100291;36468;2024-11-15;24100291;33783;Prueba performance insertar ajuste de consumo 14469;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100292;36468;2024-11-15;24100292;33784;Prueba performance insertar ajuste de consumo 14470;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100293;36468;2024-11-15;24100293;33785;Prueba performance insertar ajuste de consumo 14471;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100294;36468;2024-11-15;24100294;33786;Prueba performance insertar ajuste de consumo 14472;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24100295;36468;2024-11-15;24100295;33787;Prueba performance insertar ajuste de consumo 14473;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24100296;36468;2024-11-15;24100296;33788;Prueba performance insertar ajuste de consumo 14474;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100297;36468;2024-11-15;24100297;33789;Prueba performance insertar ajuste de consumo 14475;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100298;36468;2024-11-15;24100298;33790;Prueba performance insertar ajuste de consumo 14476;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100299;36468;2024-11-15;24100299;33791;Prueba performance insertar ajuste de consumo 14477;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100300;36468;2024-11-15;24100300;33792;Prueba performance insertar ajuste de consumo 14478;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100301;36468;2024-11-15;24100301;33793;Prueba performance insertar ajuste de consumo 14479;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100302;36468;2024-11-15;24100302;33794;Prueba performance insertar ajuste de consumo 14480;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100303;36468;2024-11-15;24100303;33795;Prueba performance insertar ajuste de consumo 14481;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100304;36468;2024-11-15;24100304;33796;Prueba performance insertar ajuste de consumo 14482;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100305;36468;2024-11-15;24100305;33797;Prueba performance insertar ajuste de consumo 14483;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100306;36468;2024-11-15;24100306;33798;Prueba performance insertar ajuste de consumo 14484;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100307;36468;2024-11-15;24100307;33799;Prueba performance insertar ajuste de consumo 14485;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100308;36468;2024-11-15;24100308;33800;Prueba performance insertar ajuste de consumo 14486;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24100309;36468;2024-11-15;24100309;33801;Prueba performance insertar ajuste de consumo 14487;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24100310;36468;2024-11-15;24100310;33802;Prueba performance insertar ajuste de consumo 14488;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100311;36468;2024-11-15;24100311;33803;Prueba performance insertar ajuste de consumo 14489;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100312;36468;2024-11-15;24100312;33804;Prueba performance insertar ajuste de consumo 14490;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100313;36468;2024-11-15;24100313;33805;Prueba performance insertar ajuste de consumo 14491;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100314;36468;2024-11-15;24100314;33806;Prueba performance insertar ajuste de consumo 14492;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100315;36468;2024-11-15;24100315;33807;Prueba performance insertar ajuste de consumo 14493;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100316;36468;2024-11-15;24100316;33808;Prueba performance insertar ajuste de consumo 14494;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24100317;36468;2024-11-15;24100317;33809;Prueba performance insertar ajuste de consumo 14495;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24100318;36468;2024-11-15;24100318;33810;Prueba performance insertar ajuste de consumo 14496;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100319;36468;2024-11-15;24100319;33811;Prueba performance insertar ajuste de consumo 14497;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100320;36468;2024-11-15;24100320;33812;Prueba performance insertar ajuste de consumo 14498;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100321;36468;2024-11-15;24100321;33813;Prueba performance insertar ajuste de consumo 14499;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100322;36468;2024-11-15;24100322;33814;Prueba performance insertar ajuste de consumo 14500;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100323;36468;2024-11-15;24100323;33815;Prueba performance insertar ajuste de consumo 14501;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100324;36468;2024-11-15;24100324;33816;Prueba performance insertar ajuste de consumo 14502;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100325;36468;2024-11-15;24100325;33817;Prueba performance insertar ajuste de consumo 14503;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100326;36468;2024-11-15;24100326;33818;Prueba performance insertar ajuste de consumo 14504;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100327;36468;2024-11-15;24100327;33819;Prueba performance insertar ajuste de consumo 14505;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100328;36468;2024-11-15;24100328;33820;Prueba performance insertar ajuste de consumo 14506;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100329;36468;2024-11-15;24100329;33821;Prueba performance insertar ajuste de consumo 14507;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
24100330;36468;2024-11-15;24100330;33822;Prueba performance insertar ajuste de consumo 14508;2;0;0;null;21;2024-11-15;null;null;AJT124;123;1;2000;159
24100331;36468;2024-11-15;24100331;33823;Prueba performance insertar ajuste de consumo 14509;2;0;0;null;21;2024-11-15;null;null;COA721;123;1;2000;159
24100332;36468;2024-11-15;24100332;33824;Prueba performance insertar ajuste de consumo 14510;2;0;0;null;21;2024-11-15;null;null;JJV112;123;1;2000;159
24100333;36468;2024-11-15;24100333;33825;Prueba performance insertar ajuste de consumo 14511;2;0;0;null;21;2024-11-15;null;null;LED195;123;1;2000;159
24100334;36468;2024-11-15;24100334;33826;Prueba performance insertar ajuste de consumo 14512;2;0;0;null;21;2024-11-15;null;null;MIT123;123;1;2000;159
24100335;36468;2024-11-15;24100335;33827;Prueba performance insertar ajuste de consumo 14513;2;0;0;null;21;2024-11-15;null;null;NAJ352;123;1;2000;159
24100336;36468;2024-11-15;24100336;33828;Prueba performance insertar ajuste de consumo 14514;2;0;0;null;21;2024-11-15;null;null;QWE000;123;1;2000;159
24100337;36468;2024-11-15;24100337;33829;Prueba performance insertar ajuste de consumo 14515;2;0;0;null;21;2024-11-15;null;null;RTQ843;123;1;2000;159
