cdmvto_sinc_billeteraIR;cdusuarioIR;femvtoIR;cdnumero_transaccionIR;vrmvtoIR;dsdescripcion_mvtoIR;cdtipo_mvtoIR;cdtipo_ajusteIR;cdorigen_ajusteIR;cdmvto_relacionIR;cdusuario_ingresaIR;feingresaIR;femodificaIR;cdmovimiento_referenciaIR;dsplacaIR;cdpunto_atencionIR;cdtipo_consumoIR;vrajusteIR;cdajusteIR
24068718;39766;2024-11-15;24068718;24710;Prueba performance insertar recarga 15403;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068719;39763;2024-11-15;24068719;24711;Prueba performance insertar recarga 15404;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068720;39763;2024-11-15;24068720;24712;Prueba performance insertar recarga 15405;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068721;39764;2024-11-15;24068721;24713;Prueba performance insertar recarga 15406;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068722;39765;2024-11-15;24068722;24714;Prueba performance insertar recarga 15407;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068723;39766;2024-11-15;24068723;24715;Prueba performance insertar recarga 15408;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068724;39763;2024-11-15;24068724;24716;Prueba performance insertar recarga 15409;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068725;39763;2024-11-15;24068725;24717;Prueba performance insertar recarga 15410;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068726;39764;2024-11-15;24068726;24718;Prueba performance insertar recarga 15411;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068727;39765;2024-11-15;24068727;24719;Prueba performance insertar recarga 15412;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068728;39766;2024-11-15;24068728;24720;Prueba performance insertar recarga 15413;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068729;39763;2024-11-15;24068729;24721;Prueba performance insertar recarga 15414;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068730;39763;2024-11-15;24068730;24722;Prueba performance insertar recarga 15415;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068731;39764;2024-11-15;24068731;24723;Prueba performance insertar recarga 15416;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068732;39765;2024-11-15;24068732;24724;Prueba performance insertar recarga 15417;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068733;39766;2024-11-15;24068733;24725;Prueba performance insertar recarga 15418;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068734;39765;2024-11-15;24068734;24726;Prueba performance insertar recarga 15419;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068735;39766;2024-11-15;24068735;24727;Prueba performance insertar recarga 15420;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068736;39763;2024-11-15;24068736;24728;Prueba performance insertar recarga 15421;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068737;39763;2024-11-15;24068737;24729;Prueba performance insertar recarga 15422;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068738;39764;2024-11-15;24068738;24730;Prueba performance insertar recarga 15423;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068739;39765;2024-11-15;24068739;24731;Prueba performance insertar recarga 15424;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068740;39766;2024-11-15;24068740;24732;Prueba performance insertar recarga 15425;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068741;39763;2024-11-15;24068741;24733;Prueba performance insertar recarga 15426;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068742;39763;2024-11-15;24068742;24734;Prueba performance insertar recarga 15427;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068743;39764;2024-11-15;24068743;24735;Prueba performance insertar recarga 15428;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068744;39765;2024-11-15;24068744;24736;Prueba performance insertar recarga 15429;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068745;39766;2024-11-15;24068745;24737;Prueba performance insertar recarga 15430;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068746;39763;2024-11-15;24068746;24738;Prueba performance insertar recarga 15431;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068747;39763;2024-11-15;24068747;24739;Prueba performance insertar recarga 15432;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068748;39764;2024-11-15;24068748;24740;Prueba performance insertar recarga 15433;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068749;39765;2024-11-15;24068749;24741;Prueba performance insertar recarga 15434;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068750;39766;2024-11-15;24068750;24742;Prueba performance insertar recarga 15435;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068751;39763;2024-11-15;24068751;24743;Prueba performance insertar recarga 15436;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068752;39763;2024-11-15;24068752;24744;Prueba performance insertar recarga 15437;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068753;39764;2024-11-15;24068753;24745;Prueba performance insertar recarga 15438;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068754;39765;2024-11-15;24068754;24746;Prueba performance insertar recarga 15439;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068755;39766;2024-11-15;24068755;24747;Prueba performance insertar recarga 15440;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068756;39763;2024-11-15;24068756;24748;Prueba performance insertar recarga 15441;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068757;39763;2024-11-15;24068757;24749;Prueba performance insertar recarga 15442;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068758;39764;2024-11-15;24068758;24750;Prueba performance insertar recarga 15443;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068759;39765;2024-11-15;24068759;24751;Prueba performance insertar recarga 15444;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068760;39766;2024-11-15;24068760;24752;Prueba performance insertar recarga 15445;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068761;39765;2024-11-15;24068761;24753;Prueba performance insertar recarga 15446;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068762;39766;2024-11-15;24068762;24754;Prueba performance insertar recarga 15447;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068763;39763;2024-11-15;24068763;24755;Prueba performance insertar recarga 15448;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068764;39763;2024-11-15;24068764;24756;Prueba performance insertar recarga 15449;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068765;39764;2024-11-15;24068765;24757;Prueba performance insertar recarga 15450;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068766;39765;2024-11-15;24068766;24758;Prueba performance insertar recarga 15451;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068767;39766;2024-11-15;24068767;24759;Prueba performance insertar recarga 15452;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068768;39763;2024-11-15;24068768;24760;Prueba performance insertar recarga 15453;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068769;39763;2024-11-15;24068769;24761;Prueba performance insertar recarga 15454;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068770;39764;2024-11-15;24068770;24762;Prueba performance insertar recarga 15455;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068771;39765;2024-11-15;24068771;24763;Prueba performance insertar recarga 15456;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068772;39766;2024-11-15;24068772;24764;Prueba performance insertar recarga 15457;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068773;39763;2024-11-15;24068773;24765;Prueba performance insertar recarga 15458;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068774;39763;2024-11-15;24068774;24766;Prueba performance insertar recarga 15459;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068775;39764;2024-11-15;24068775;24767;Prueba performance insertar recarga 15460;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068776;39765;2024-11-15;24068776;24768;Prueba performance insertar recarga 15461;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068777;39766;2024-11-15;24068777;24769;Prueba performance insertar recarga 15462;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068778;39763;2024-11-15;24068778;24770;Prueba performance insertar recarga 15463;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068779;39763;2024-11-15;24068779;24771;Prueba performance insertar recarga 15464;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068780;39764;2024-11-15;24068780;24772;Prueba performance insertar recarga 15465;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068781;39765;2024-11-15;24068781;24773;Prueba performance insertar recarga 15466;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068782;39766;2024-11-15;24068782;24774;Prueba performance insertar recarga 15467;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068783;39763;2024-11-15;24068783;24775;Prueba performance insertar recarga 15468;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068784;39763;2024-11-15;24068784;24776;Prueba performance insertar recarga 15469;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068785;39764;2024-11-15;24068785;24777;Prueba performance insertar recarga 15470;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068786;39765;2024-11-15;24068786;24778;Prueba performance insertar recarga 15471;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068787;39766;2024-11-15;24068787;24779;Prueba performance insertar recarga 15472;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068788;39765;2024-11-15;24068788;24780;Prueba performance insertar recarga 15473;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068789;39766;2024-11-15;24068789;24781;Prueba performance insertar recarga 15474;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068790;39763;2024-11-15;24068790;24782;Prueba performance insertar recarga 15475;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068791;39763;2024-11-15;24068791;24783;Prueba performance insertar recarga 15476;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068792;39764;2024-11-15;24068792;24784;Prueba performance insertar recarga 15477;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068793;39765;2024-11-15;24068793;24785;Prueba performance insertar recarga 15478;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068794;39766;2024-11-15;24068794;24786;Prueba performance insertar recarga 15479;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068795;39763;2024-11-15;24068795;24787;Prueba performance insertar recarga 15480;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068796;39763;2024-11-15;24068796;24788;Prueba performance insertar recarga 15481;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068797;39764;2024-11-15;24068797;24789;Prueba performance insertar recarga 15482;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068798;39765;2024-11-15;24068798;24790;Prueba performance insertar recarga 15483;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068799;39766;2024-11-15;24068799;24791;Prueba performance insertar recarga 15484;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068800;39763;2024-11-15;24068800;24792;Prueba performance insertar recarga 15485;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068801;39763;2024-11-15;24068801;24793;Prueba performance insertar recarga 15486;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068802;39764;2024-11-15;24068802;24794;Prueba performance insertar recarga 15487;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068803;39765;2024-11-15;24068803;24795;Prueba performance insertar recarga 15488;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068804;39766;2024-11-15;24068804;24796;Prueba performance insertar recarga 15489;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068805;39763;2024-11-15;24068805;24797;Prueba performance insertar recarga 15490;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068806;39763;2024-11-15;24068806;24798;Prueba performance insertar recarga 15491;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068807;39764;2024-11-15;24068807;24799;Prueba performance insertar recarga 15492;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068808;39765;2024-11-15;24068808;24800;Prueba performance insertar recarga 15493;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068809;39766;2024-11-15;24068809;24801;Prueba performance insertar recarga 15494;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068810;39763;2024-11-15;24068810;24802;Prueba performance insertar recarga 15495;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068811;39763;2024-11-15;24068811;24803;Prueba performance insertar recarga 15496;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068812;39764;2024-11-15;24068812;24804;Prueba performance insertar recarga 15497;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068813;39765;2024-11-15;24068813;24805;Prueba performance insertar recarga 15498;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068814;39766;2024-11-15;24068814;24806;Prueba performance insertar recarga 15499;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068815;39765;2024-11-15;24068815;24807;Prueba performance insertar recarga 15500;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068816;39766;2024-11-15;24068816;24808;Prueba performance insertar recarga 15501;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068817;39763;2024-11-15;24068817;24809;Prueba performance insertar recarga 15502;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068818;39763;2024-11-15;24068818;24810;Prueba performance insertar recarga 15503;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068819;39764;2024-11-15;24068819;24811;Prueba performance insertar recarga 15504;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068820;39765;2024-11-15;24068820;24812;Prueba performance insertar recarga 15505;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068821;39766;2024-11-15;24068821;24813;Prueba performance insertar recarga 15506;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068822;39763;2024-11-15;24068822;24814;Prueba performance insertar recarga 15507;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068823;39763;2024-11-15;24068823;24815;Prueba performance insertar recarga 15508;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068824;39764;2024-11-15;24068824;24816;Prueba performance insertar recarga 15509;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068825;39765;2024-11-15;24068825;24817;Prueba performance insertar recarga 15510;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068826;39766;2024-11-15;24068826;24818;Prueba performance insertar recarga 15511;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068827;39763;2024-11-15;24068827;24819;Prueba performance insertar recarga 15512;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068828;39763;2024-11-15;24068828;24820;Prueba performance insertar recarga 15513;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068829;39764;2024-11-15;24068829;24821;Prueba performance insertar recarga 15514;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068830;39765;2024-11-15;24068830;24822;Prueba performance insertar recarga 15515;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068831;39766;2024-11-15;24068831;24823;Prueba performance insertar recarga 15516;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068832;39763;2024-11-15;24068832;24824;Prueba performance insertar recarga 15517;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068833;39763;2024-11-15;24068833;24825;Prueba performance insertar recarga 15518;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068834;39764;2024-11-15;24068834;24826;Prueba performance insertar recarga 15519;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068835;39765;2024-11-15;24068835;24827;Prueba performance insertar recarga 15520;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068836;39766;2024-11-15;24068836;24828;Prueba performance insertar recarga 15521;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068837;39763;2024-11-15;24068837;24829;Prueba performance insertar recarga 15522;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068838;39763;2024-11-15;24068838;24830;Prueba performance insertar recarga 15523;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068839;39764;2024-11-15;24068839;24831;Prueba performance insertar recarga 15524;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068840;39765;2024-11-15;24068840;24832;Prueba performance insertar recarga 15525;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068841;39766;2024-11-15;24068841;24833;Prueba performance insertar recarga 15526;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068842;39765;2024-11-15;24068842;24834;Prueba performance insertar recarga 15527;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068843;39766;2024-11-15;24068843;24835;Prueba performance insertar recarga 15528;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068844;39763;2024-11-15;24068844;24836;Prueba performance insertar recarga 15529;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068845;39763;2024-11-15;24068845;24837;Prueba performance insertar recarga 15530;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068846;39764;2024-11-15;24068846;24838;Prueba performance insertar recarga 15531;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068847;39765;2024-11-15;24068847;24839;Prueba performance insertar recarga 15532;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068848;39766;2024-11-15;24068848;24840;Prueba performance insertar recarga 15533;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068849;39763;2024-11-15;24068849;24841;Prueba performance insertar recarga 15534;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068850;39763;2024-11-15;24068850;24842;Prueba performance insertar recarga 15535;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068851;39764;2024-11-15;24068851;24843;Prueba performance insertar recarga 15536;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068852;39765;2024-11-15;24068852;24844;Prueba performance insertar recarga 15537;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068853;39766;2024-11-15;24068853;24845;Prueba performance insertar recarga 15538;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068854;39763;2024-11-15;24068854;24846;Prueba performance insertar recarga 15539;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068855;39763;2024-11-15;24068855;24847;Prueba performance insertar recarga 15540;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068856;39764;2024-11-15;24068856;24848;Prueba performance insertar recarga 15541;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068857;39765;2024-11-15;24068857;24849;Prueba performance insertar recarga 15542;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068858;39766;2024-11-15;24068858;24850;Prueba performance insertar recarga 15543;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068859;39763;2024-11-15;24068859;24851;Prueba performance insertar recarga 15544;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068860;39763;2024-11-15;24068860;24852;Prueba performance insertar recarga 15545;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068861;39764;2024-11-15;24068861;24853;Prueba performance insertar recarga 15546;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068862;39765;2024-11-15;24068862;24854;Prueba performance insertar recarga 15547;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068863;39766;2024-11-15;24068863;24855;Prueba performance insertar recarga 15548;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068864;39763;2024-11-15;24068864;24856;Prueba performance insertar recarga 15549;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068865;39763;2024-11-15;24068865;24857;Prueba performance insertar recarga 15550;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068866;39764;2024-11-15;24068866;24858;Prueba performance insertar recarga 15551;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068867;39765;2024-11-15;24068867;24859;Prueba performance insertar recarga 15552;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068868;39766;2024-11-15;24068868;24860;Prueba performance insertar recarga 15553;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068869;39765;2024-11-15;24068869;24861;Prueba performance insertar recarga 15554;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068870;39766;2024-11-15;24068870;24862;Prueba performance insertar recarga 15555;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068871;39763;2024-11-15;24068871;24863;Prueba performance insertar recarga 15556;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068872;39763;2024-11-15;24068872;24864;Prueba performance insertar recarga 15557;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068873;39764;2024-11-15;24068873;24865;Prueba performance insertar recarga 15558;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068874;39765;2024-11-15;24068874;24866;Prueba performance insertar recarga 15559;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068875;39766;2024-11-15;24068875;24867;Prueba performance insertar recarga 15560;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068876;39763;2024-11-15;24068876;24868;Prueba performance insertar recarga 15561;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068877;39763;2024-11-15;24068877;24869;Prueba performance insertar recarga 15562;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068878;39764;2024-11-15;24068878;24870;Prueba performance insertar recarga 15563;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068879;39765;2024-11-15;24068879;24871;Prueba performance insertar recarga 15564;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068880;39766;2024-11-15;24068880;24872;Prueba performance insertar recarga 15565;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068881;39763;2024-11-15;24068881;24873;Prueba performance insertar recarga 15566;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068882;39763;2024-11-15;24068882;24874;Prueba performance insertar recarga 15567;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068883;39764;2024-11-15;24068883;24875;Prueba performance insertar recarga 15568;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068884;39765;2024-11-15;24068884;24876;Prueba performance insertar recarga 15569;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068885;39766;2024-11-15;24068885;24877;Prueba performance insertar recarga 15570;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068886;39763;2024-11-15;24068886;24878;Prueba performance insertar recarga 15571;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068887;39763;2024-11-15;24068887;24879;Prueba performance insertar recarga 15572;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068888;39764;2024-11-15;24068888;24880;Prueba performance insertar recarga 15573;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068889;39765;2024-11-15;24068889;24881;Prueba performance insertar recarga 15574;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068890;39766;2024-11-15;24068890;24882;Prueba performance insertar recarga 15575;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068891;39763;2024-11-15;24068891;24883;Prueba performance insertar recarga 15576;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068892;39763;2024-11-15;24068892;24884;Prueba performance insertar recarga 15577;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068893;39764;2024-11-15;24068893;24885;Prueba performance insertar recarga 15578;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068894;39765;2024-11-15;24068894;24886;Prueba performance insertar recarga 15579;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068895;39766;2024-11-15;24068895;24887;Prueba performance insertar recarga 15580;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068896;39765;2024-11-15;24068896;24888;Prueba performance insertar recarga 15581;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068897;39766;2024-11-15;24068897;24889;Prueba performance insertar recarga 15582;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068898;39763;2024-11-15;24068898;24890;Prueba performance insertar recarga 15583;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068899;39763;2024-11-15;24068899;24891;Prueba performance insertar recarga 15584;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068900;39764;2024-11-15;24068900;24892;Prueba performance insertar recarga 15585;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068901;39765;2024-11-15;24068901;24893;Prueba performance insertar recarga 15586;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068902;39766;2024-11-15;24068902;24894;Prueba performance insertar recarga 15587;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068903;39763;2024-11-15;24068903;24895;Prueba performance insertar recarga 15588;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068904;39763;2024-11-15;24068904;24896;Prueba performance insertar recarga 15589;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068905;39764;2024-11-15;24068905;24897;Prueba performance insertar recarga 15590;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068906;39765;2024-11-15;24068906;24898;Prueba performance insertar recarga 15591;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068907;39766;2024-11-15;24068907;24899;Prueba performance insertar recarga 15592;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068908;39763;2024-11-15;24068908;24900;Prueba performance insertar recarga 15593;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068909;39763;2024-11-15;24068909;24901;Prueba performance insertar recarga 15594;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068910;39764;2024-11-15;24068910;24902;Prueba performance insertar recarga 15595;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068911;39765;2024-11-15;24068911;24903;Prueba performance insertar recarga 15596;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068912;39766;2024-11-15;24068912;24904;Prueba performance insertar recarga 15597;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068913;39763;2024-11-15;24068913;24905;Prueba performance insertar recarga 15598;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068914;39763;2024-11-15;24068914;24906;Prueba performance insertar recarga 15599;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068915;39764;2024-11-15;24068915;24907;Prueba performance insertar recarga 15600;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068916;39765;2024-11-15;24068916;24908;Prueba performance insertar recarga 15601;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068917;39766;2024-11-15;24068917;24909;Prueba performance insertar recarga 15602;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068918;39763;2024-11-15;24068918;24910;Prueba performance insertar recarga 15603;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
24068919;39763;2024-11-15;24068919;24911;Prueba performance insertar recarga 15604;1;null;null;30;21;2024-11-15;null;null;null;null;null;null;null
