cdmvto_sinc_billetera;cdusuario;femvto;cdnumero_transaccion;vrmvto;dsdescripcion_mvto;cdtipo_mvto;cdtipo_ajuste;cdorigen_ajuste;cdmvto_relacion;cdusuario_ingresa;feingresa;femodifica;cdmovimiento_referencia;dsplaca;cdpunto_atencion;cdtipo_consumo;vrajuste;cdajuste
23128137;36468;2024-11-15;23128137;34328;Prueba performance insertar referrencia 15015;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128138;36468;2024-11-15;23128138;34329;Prueba performance insertar referrencia 15016;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128139;36468;2024-11-15;23128139;34330;Prueba performance insertar referrencia 15017;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128140;36468;2024-11-15;23128140;34331;Prueba performance insertar referrencia 15018;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128141;36468;2024-11-15;23128141;34332;Prueba performance insertar referrencia 15019;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23128142;36468;2024-11-15;23128142;34333;Prueba performance insertar referrencia 15020;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128143;36468;2024-11-15;23128143;34334;Prueba performance insertar referrencia 15021;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128144;36468;2024-11-15;23128144;34335;Prueba performance insertar referrencia 15022;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128145;36468;2024-11-15;23128145;34336;Prueba performance insertar referrencia 15023;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128146;36468;2024-11-15;23128146;34337;Prueba performance insertar referrencia 15024;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128147;36468;2024-11-15;23128147;34338;Prueba performance insertar referrencia 15025;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128148;36468;2024-11-15;23128148;34339;Prueba performance insertar referrencia 15026;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128149;36468;2024-11-15;23128149;34340;Prueba performance insertar referrencia 15027;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23128150;36468;2024-11-15;23128150;34341;Prueba performance insertar referrencia 15028;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128151;36468;2024-11-15;23128151;34342;Prueba performance insertar referrencia 15029;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128152;36468;2024-11-15;23128152;34343;Prueba performance insertar referrencia 15030;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128153;36468;2024-11-15;23128153;34344;Prueba performance insertar referrencia 15031;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128154;36468;2024-11-15;23128154;34345;Prueba performance insertar referrencia 15032;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128155;36468;2024-11-15;23128155;34346;Prueba performance insertar referrencia 15033;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128156;36468;2024-11-15;23128156;34347;Prueba performance insertar referrencia 15034;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128157;36468;2024-11-15;23128157;34348;Prueba performance insertar referrencia 15035;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128158;36468;2024-11-15;23128158;34349;Prueba performance insertar referrencia 15036;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128159;36468;2024-11-15;23128159;34350;Prueba performance insertar referrencia 15037;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128160;36468;2024-11-15;23128160;34351;Prueba performance insertar referrencia 15038;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128161;36468;2024-11-15;23128161;34352;Prueba performance insertar referrencia 15039;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128162;36468;2024-11-15;23128162;34353;Prueba performance insertar referrencia 15040;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128163;36468;2024-11-15;23128163;34354;Prueba performance insertar referrencia 15041;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128164;36468;2024-11-15;23128164;34355;Prueba performance insertar referrencia 15042;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23128165;36468;2024-11-15;23128165;34356;Prueba performance insertar referrencia 15043;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128166;36468;2024-11-15;23128166;34357;Prueba performance insertar referrencia 15044;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128167;36468;2024-11-15;23128167;34358;Prueba performance insertar referrencia 15045;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128168;36468;2024-11-15;23128168;34359;Prueba performance insertar referrencia 15046;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128169;36468;2024-11-15;23128169;34360;Prueba performance insertar referrencia 15047;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128170;36468;2024-11-15;23128170;34361;Prueba performance insertar referrencia 15048;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128171;36468;2024-11-15;23128171;34362;Prueba performance insertar referrencia 15049;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128172;36468;2024-11-15;23128172;34363;Prueba performance insertar referrencia 15050;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23128173;36468;2024-11-15;23128173;34364;Prueba performance insertar referrencia 15051;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128174;36468;2024-11-15;23128174;34365;Prueba performance insertar referrencia 15052;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128175;36468;2024-11-15;23128175;34366;Prueba performance insertar referrencia 15053;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128176;36468;2024-11-15;23128176;34367;Prueba performance insertar referrencia 15054;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128177;36468;2024-11-15;23128177;34368;Prueba performance insertar referrencia 15055;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128178;36468;2024-11-15;23128178;34369;Prueba performance insertar referrencia 15056;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128179;36468;2024-11-15;23128179;34370;Prueba performance insertar referrencia 15057;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128180;36468;2024-11-15;23128180;34371;Prueba performance insertar referrencia 15058;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23128181;36468;2024-11-15;23128181;34372;Prueba performance insertar referrencia 15059;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128182;36468;2024-11-15;23128182;34373;Prueba performance insertar referrencia 15060;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128183;36468;2024-11-15;23128183;34374;Prueba performance insertar referrencia 15061;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128184;36468;2024-11-15;23128184;34375;Prueba performance insertar referrencia 15062;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128185;36468;2024-11-15;23128185;34376;Prueba performance insertar referrencia 15063;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128186;36468;2024-11-15;23128186;34377;Prueba performance insertar referrencia 15064;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128187;36468;2024-11-15;23128187;34378;Prueba performance insertar referrencia 15065;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128188;36468;2024-11-15;23128188;34379;Prueba performance insertar referrencia 15066;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128189;36468;2024-11-15;23128189;34380;Prueba performance insertar referrencia 15067;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128190;36468;2024-11-15;23128190;34381;Prueba performance insertar referrencia 15068;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128191;36468;2024-11-15;23128191;34382;Prueba performance insertar referrencia 15069;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128192;36468;2024-11-15;23128192;34383;Prueba performance insertar referrencia 15070;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128193;36468;2024-11-15;23128193;34384;Prueba performance insertar referrencia 15071;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128194;36468;2024-11-15;23128194;34385;Prueba performance insertar referrencia 15072;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128195;36468;2024-11-15;23128195;34386;Prueba performance insertar referrencia 15073;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23128196;36468;2024-11-15;23128196;34387;Prueba performance insertar referrencia 15074;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128197;36468;2024-11-15;23128197;34388;Prueba performance insertar referrencia 15075;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128198;36468;2024-11-15;23128198;34389;Prueba performance insertar referrencia 15076;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128199;36468;2024-11-15;23128199;34390;Prueba performance insertar referrencia 15077;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128200;36468;2024-11-15;23128200;34391;Prueba performance insertar referrencia 15078;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128201;36468;2024-11-15;23128201;34392;Prueba performance insertar referrencia 15079;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128202;36468;2024-11-15;23128202;34393;Prueba performance insertar referrencia 15080;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128203;36468;2024-11-15;23128203;34394;Prueba performance insertar referrencia 15081;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23128204;36468;2024-11-15;23128204;34395;Prueba performance insertar referrencia 15082;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128205;36468;2024-11-15;23128205;34396;Prueba performance insertar referrencia 15083;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128206;36468;2024-11-15;23128206;34397;Prueba performance insertar referrencia 15084;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128207;36468;2024-11-15;23128207;34398;Prueba performance insertar referrencia 15085;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128208;36468;2024-11-15;23128208;34399;Prueba performance insertar referrencia 15086;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128209;36468;2024-11-15;23128209;34400;Prueba performance insertar referrencia 15087;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128210;36468;2024-11-15;23128210;34401;Prueba performance insertar referrencia 15088;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128211;36468;2024-11-15;23128211;34402;Prueba performance insertar referrencia 15089;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23128212;36468;2024-11-15;23128212;34403;Prueba performance insertar referrencia 15090;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128213;36468;2024-11-15;23128213;34404;Prueba performance insertar referrencia 15091;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128214;36468;2024-11-15;23128214;34405;Prueba performance insertar referrencia 15092;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128215;36468;2024-11-15;23128215;34406;Prueba performance insertar referrencia 15093;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128216;36468;2024-11-15;23128216;34407;Prueba performance insertar referrencia 15094;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128217;36468;2024-11-15;23128217;34408;Prueba performance insertar referrencia 15095;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128218;36468;2024-11-15;23128218;34409;Prueba performance insertar referrencia 15096;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128219;36468;2024-11-15;23128219;34410;Prueba performance insertar referrencia 15097;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128220;36468;2024-11-15;23128220;34411;Prueba performance insertar referrencia 15098;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128221;36468;2024-11-15;23128221;34412;Prueba performance insertar referrencia 15099;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128222;36468;2024-11-15;23128222;34413;Prueba performance insertar referrencia 15100;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128223;36468;2024-11-15;23128223;34414;Prueba performance insertar referrencia 15101;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128224;36468;2024-11-15;23128224;34415;Prueba performance insertar referrencia 15102;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128225;36468;2024-11-15;23128225;34416;Prueba performance insertar referrencia 15103;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128226;36468;2024-11-15;23128226;34417;Prueba performance insertar referrencia 15104;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23128227;36468;2024-11-15;23128227;34418;Prueba performance insertar referrencia 15105;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128228;36468;2024-11-15;23128228;34419;Prueba performance insertar referrencia 15106;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128229;36468;2024-11-15;23128229;34420;Prueba performance insertar referrencia 15107;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128230;36468;2024-11-15;23128230;34421;Prueba performance insertar referrencia 15108;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128231;36468;2024-11-15;23128231;34422;Prueba performance insertar referrencia 15109;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128232;36468;2024-11-15;23128232;34423;Prueba performance insertar referrencia 15110;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128233;36468;2024-11-15;23128233;34424;Prueba performance insertar referrencia 15111;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128234;36468;2024-11-15;23128234;34425;Prueba performance insertar referrencia 15112;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23128235;36468;2024-11-15;23128235;34426;Prueba performance insertar referrencia 15113;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128236;36468;2024-11-15;23128236;34427;Prueba performance insertar referrencia 15114;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128237;36468;2024-11-15;23128237;34428;Prueba performance insertar referrencia 15115;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128238;36468;2024-11-15;23128238;34429;Prueba performance insertar referrencia 15116;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128239;36468;2024-11-15;23128239;34430;Prueba performance insertar referrencia 15117;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128240;36468;2024-11-15;23128240;34431;Prueba performance insertar referrencia 15118;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128241;36468;2024-11-15;23128241;34432;Prueba performance insertar referrencia 15119;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128242;36468;2024-11-15;23128242;34433;Prueba performance insertar referrencia 15120;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23128243;36468;2024-11-15;23128243;34434;Prueba performance insertar referrencia 15121;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128244;36468;2024-11-15;23128244;34435;Prueba performance insertar referrencia 15122;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128245;36468;2024-11-15;23128245;34436;Prueba performance insertar referrencia 15123;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128246;36468;2024-11-15;23128246;34437;Prueba performance insertar referrencia 15124;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128247;36468;2024-11-15;23128247;34438;Prueba performance insertar referrencia 15125;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128248;36468;2024-11-15;23128248;34439;Prueba performance insertar referrencia 15126;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128249;36468;2024-11-15;23128249;34440;Prueba performance insertar referrencia 15127;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128250;36468;2024-11-15;23128250;34441;Prueba performance insertar referrencia 15128;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128251;36468;2024-11-15;23128251;34442;Prueba performance insertar referrencia 15129;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128252;36468;2024-11-15;23128252;34443;Prueba performance insertar referrencia 15130;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128253;36468;2024-11-15;23128253;34444;Prueba performance insertar referrencia 15131;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128254;36468;2024-11-15;23128254;34445;Prueba performance insertar referrencia 15132;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128255;36468;2024-11-15;23128255;34446;Prueba performance insertar referrencia 15133;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128256;36468;2024-11-15;23128256;34447;Prueba performance insertar referrencia 15134;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128257;36468;2024-11-15;23128257;34448;Prueba performance insertar referrencia 15135;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23128258;36468;2024-11-15;23128258;34449;Prueba performance insertar referrencia 15136;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128259;36468;2024-11-15;23128259;34450;Prueba performance insertar referrencia 15137;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128260;36468;2024-11-15;23128260;34451;Prueba performance insertar referrencia 15138;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128261;36468;2024-11-15;23128261;34452;Prueba performance insertar referrencia 15139;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128262;36468;2024-11-15;23128262;34453;Prueba performance insertar referrencia 15140;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128263;36468;2024-11-15;23128263;34454;Prueba performance insertar referrencia 15141;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128264;36468;2024-11-15;23128264;34455;Prueba performance insertar referrencia 15142;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128265;36468;2024-11-15;23128265;34456;Prueba performance insertar referrencia 15143;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23128266;36468;2024-11-15;23128266;34457;Prueba performance insertar referrencia 15144;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128267;36468;2024-11-15;23128267;34458;Prueba performance insertar referrencia 15145;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128268;36468;2024-11-15;23128268;34459;Prueba performance insertar referrencia 15146;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128269;36468;2024-11-15;23128269;34460;Prueba performance insertar referrencia 15147;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128270;36468;2024-11-15;23128270;34461;Prueba performance insertar referrencia 15148;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128271;36468;2024-11-15;23128271;34462;Prueba performance insertar referrencia 15149;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128272;36468;2024-11-15;23128272;34463;Prueba performance insertar referrencia 15150;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128273;36468;2024-11-15;23128273;34464;Prueba performance insertar referrencia 15151;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23128274;36468;2024-11-15;23128274;34465;Prueba performance insertar referrencia 15152;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128275;36468;2024-11-15;23128275;34466;Prueba performance insertar referrencia 15153;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128276;36468;2024-11-15;23128276;34467;Prueba performance insertar referrencia 15154;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128277;36468;2024-11-15;23128277;34468;Prueba performance insertar referrencia 15155;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128278;36468;2024-11-15;23128278;34469;Prueba performance insertar referrencia 15156;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128279;36468;2024-11-15;23128279;34470;Prueba performance insertar referrencia 15157;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128280;36468;2024-11-15;23128280;34471;Prueba performance insertar referrencia 15158;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128281;36468;2024-11-15;23128281;34472;Prueba performance insertar referrencia 15159;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128282;36468;2024-11-15;23128282;34473;Prueba performance insertar referrencia 15160;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128283;36468;2024-11-15;23128283;34474;Prueba performance insertar referrencia 15161;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128284;36468;2024-11-15;23128284;34475;Prueba performance insertar referrencia 15162;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128285;36468;2024-11-15;23128285;34476;Prueba performance insertar referrencia 15163;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128286;36468;2024-11-15;23128286;34477;Prueba performance insertar referrencia 15164;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128287;36468;2024-11-15;23128287;34478;Prueba performance insertar referrencia 15165;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128288;36468;2024-11-15;23128288;34479;Prueba performance insertar referrencia 15166;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23128289;36468;2024-11-15;23128289;34480;Prueba performance insertar referrencia 15167;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128290;36468;2024-11-15;23128290;34481;Prueba performance insertar referrencia 15168;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128291;36468;2024-11-15;23128291;34482;Prueba performance insertar referrencia 15169;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128292;36468;2024-11-15;23128292;34483;Prueba performance insertar referrencia 15170;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128293;36468;2024-11-15;23128293;34484;Prueba performance insertar referrencia 15171;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128294;36468;2024-11-15;23128294;34485;Prueba performance insertar referrencia 15172;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128295;36468;2024-11-15;23128295;34486;Prueba performance insertar referrencia 15173;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128296;36468;2024-11-15;23128296;34487;Prueba performance insertar referrencia 15174;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23128297;36468;2024-11-15;23128297;34488;Prueba performance insertar referrencia 15175;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128298;36468;2024-11-15;23128298;34489;Prueba performance insertar referrencia 15176;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128299;36468;2024-11-15;23128299;34490;Prueba performance insertar referrencia 15177;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128300;36468;2024-11-15;23128300;34491;Prueba performance insertar referrencia 15178;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128301;36468;2024-11-15;23128301;34492;Prueba performance insertar referrencia 15179;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128302;36468;2024-11-15;23128302;34493;Prueba performance insertar referrencia 15180;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128303;36468;2024-11-15;23128303;34494;Prueba performance insertar referrencia 15181;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128304;36468;2024-11-15;23128304;34495;Prueba performance insertar referrencia 15182;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23128305;36468;2024-11-15;23128305;34496;Prueba performance insertar referrencia 15183;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128306;36468;2024-11-15;23128306;34497;Prueba performance insertar referrencia 15184;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128307;36468;2024-11-15;23128307;34498;Prueba performance insertar referrencia 15185;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128308;36468;2024-11-15;23128308;34499;Prueba performance insertar referrencia 15186;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128309;36468;2024-11-15;23128309;34500;Prueba performance insertar referrencia 15187;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128310;36468;2024-11-15;23128310;34501;Prueba performance insertar referrencia 15188;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128311;36468;2024-11-15;23128311;34502;Prueba performance insertar referrencia 15189;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128312;36468;2024-11-15;23128312;34503;Prueba performance insertar referrencia 15190;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128313;36468;2024-11-15;23128313;34504;Prueba performance insertar referrencia 15191;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128314;36468;2024-11-15;23128314;34505;Prueba performance insertar referrencia 15192;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128315;36468;2024-11-15;23128315;34506;Prueba performance insertar referrencia 15193;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128316;36468;2024-11-15;23128316;34507;Prueba performance insertar referrencia 15194;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128317;36468;2024-11-15;23128317;34508;Prueba performance insertar referrencia 15195;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128318;36468;2024-11-15;23128318;34509;Prueba performance insertar referrencia 15196;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128319;36468;2024-11-15;23128319;34510;Prueba performance insertar referrencia 15197;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23128320;36468;2024-11-15;23128320;34511;Prueba performance insertar referrencia 15198;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
23128321;36468;2024-11-15;23128321;34512;Prueba performance insertar referrencia 15199;0;null;null;null;21;2024-11-15;null;null;COA721;123;1;null;null
23128322;36468;2024-11-15;23128322;34513;Prueba performance insertar referrencia 15200;0;null;null;null;21;2024-11-15;null;null;JJV112;123;1;null;null
23128323;36468;2024-11-15;23128323;34514;Prueba performance insertar referrencia 15201;0;null;null;null;21;2024-11-15;null;null;LED195;123;1;null;null
23128324;36468;2024-11-15;23128324;34515;Prueba performance insertar referrencia 15202;0;null;null;null;21;2024-11-15;null;null;MIT123;123;1;null;null
23128325;36468;2024-11-15;23128325;34516;Prueba performance insertar referrencia 15203;0;null;null;null;21;2024-11-15;null;null;QWE000;123;1;null;null
23128326;36468;2024-11-15;23128326;34517;Prueba performance insertar referrencia 15204;0;null;null;null;21;2024-11-15;null;null;RTQ843;123;1;null;null
23128327;36468;2024-11-15;23128327;34518;Prueba performance insertar referrencia 15205;0;null;null;null;21;2024-11-15;null;null;NAJ352;123;1;null;null
23128328;36468;2024-11-15;23128328;34519;Prueba performance insertar referrencia 15206;0;null;null;null;21;2024-11-15;null;null;AJT124;123;1;null;null
