cdmvto_sinc_billeteraIAR;cdusuarioIAR;femvtoIAR;cdnumero_transaccionIAR;vrmvtoIAR;dsdescripcion_mvtoIAR;cdtipo_mvtoIAR;cdtipo_ajusteIAR;cdorigen_ajusteIAR;cdmvto_relacionIAR;cdusuario_ingresaIAR;feingresaIAR;femodificaIAR;cdmovimiento_referenciaIAR;dsplacaIAR;cdpunto_atencionIAR;cdtipo_consumoIAR;vrajusteIAR;cdajusteIAR
8173069;39766;2024-11-15;8173069;33159;Prueba performance insertar ajuste de recarga 13817;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173070;39763;2024-11-15;8173070;33160;Prueba performance insertar ajuste de recarga 13818;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173071;39763;2024-11-15;8173071;33161;Prueba performance insertar ajuste de recarga 13819;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173072;39764;2024-11-15;8173072;33162;Prueba performance insertar ajuste de recarga 13820;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173073;39765;2024-11-15;8173073;33163;Prueba performance insertar ajuste de recarga 13821;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173074;39766;2024-11-15;8173074;33164;Prueba performance insertar ajuste de recarga 13822;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173075;39763;2024-11-15;8173075;33165;Prueba performance insertar ajuste de recarga 13823;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173076;39763;2024-11-15;8173076;33166;Prueba performance insertar ajuste de recarga 13824;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173077;39764;2024-11-15;8173077;33167;Prueba performance insertar ajuste de recarga 13825;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173078;39765;2024-11-15;8173078;33168;Prueba performance insertar ajuste de recarga 13826;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173079;39766;2024-11-15;8173079;33169;Prueba performance insertar ajuste de recarga 13827;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173080;39763;2024-11-15;8173080;33170;Prueba performance insertar ajuste de recarga 13828;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173081;39763;2024-11-15;8173081;33171;Prueba performance insertar ajuste de recarga 13829;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173082;39764;2024-11-15;8173082;33172;Prueba performance insertar ajuste de recarga 13830;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173083;39765;2024-11-15;8173083;33173;Prueba performance insertar ajuste de recarga 13831;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173084;39766;2024-11-15;8173084;33174;Prueba performance insertar ajuste de recarga 13832;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173085;39763;2024-11-15;8173085;33175;Prueba performance insertar ajuste de recarga 13833;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173086;39764;2024-11-15;8173086;33176;Prueba performance insertar ajuste de recarga 13834;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173087;39765;2024-11-15;8173087;33177;Prueba performance insertar ajuste de recarga 13835;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173088;39766;2024-11-15;8173088;33178;Prueba performance insertar ajuste de recarga 13836;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173089;39763;2024-11-15;8173089;33179;Prueba performance insertar ajuste de recarga 13837;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173090;39763;2024-11-15;8173090;33180;Prueba performance insertar ajuste de recarga 13838;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173091;39764;2024-11-15;8173091;33181;Prueba performance insertar ajuste de recarga 13839;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173092;39765;2024-11-15;8173092;33182;Prueba performance insertar ajuste de recarga 13840;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173093;39766;2024-11-15;8173093;33183;Prueba performance insertar ajuste de recarga 13841;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173094;39763;2024-11-15;8173094;33184;Prueba performance insertar ajuste de recarga 13842;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173095;39763;2024-11-15;8173095;33185;Prueba performance insertar ajuste de recarga 13843;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173096;39764;2024-11-15;8173096;33186;Prueba performance insertar ajuste de recarga 13844;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173097;39765;2024-11-15;8173097;33187;Prueba performance insertar ajuste de recarga 13845;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173098;39766;2024-11-15;8173098;33188;Prueba performance insertar ajuste de recarga 13846;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173099;39763;2024-11-15;8173099;33189;Prueba performance insertar ajuste de recarga 13847;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173100;39763;2024-11-15;8173100;33190;Prueba performance insertar ajuste de recarga 13848;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173101;39764;2024-11-15;8173101;33191;Prueba performance insertar ajuste de recarga 13849;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173102;39765;2024-11-15;8173102;33192;Prueba performance insertar ajuste de recarga 13850;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173103;39766;2024-11-15;8173103;33193;Prueba performance insertar ajuste de recarga 13851;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173104;39763;2024-11-15;8173104;33194;Prueba performance insertar ajuste de recarga 13852;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173105;39763;2024-11-15;8173105;33195;Prueba performance insertar ajuste de recarga 13853;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173106;39764;2024-11-15;8173106;33196;Prueba performance insertar ajuste de recarga 13854;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173107;39765;2024-11-15;8173107;33197;Prueba performance insertar ajuste de recarga 13855;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173108;39766;2024-11-15;8173108;33198;Prueba performance insertar ajuste de recarga 13856;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173109;39763;2024-11-15;8173109;33199;Prueba performance insertar ajuste de recarga 13857;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173110;39763;2024-11-15;8173110;33200;Prueba performance insertar ajuste de recarga 13858;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173111;39764;2024-11-15;8173111;33201;Prueba performance insertar ajuste de recarga 13859;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173112;39765;2024-11-15;8173112;33202;Prueba performance insertar ajuste de recarga 13860;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173113;39766;2024-11-15;8173113;33203;Prueba performance insertar ajuste de recarga 13861;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173114;39763;2024-11-15;8173114;33204;Prueba performance insertar ajuste de recarga 13862;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173115;39764;2024-11-15;8173115;33205;Prueba performance insertar ajuste de recarga 13863;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173116;39765;2024-11-15;8173116;33206;Prueba performance insertar ajuste de recarga 13864;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173117;39766;2024-11-15;8173117;33207;Prueba performance insertar ajuste de recarga 13865;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173118;39763;2024-11-15;8173118;33208;Prueba performance insertar ajuste de recarga 13866;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173119;39763;2024-11-15;8173119;33209;Prueba performance insertar ajuste de recarga 13867;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173120;39764;2024-11-15;8173120;33210;Prueba performance insertar ajuste de recarga 13868;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173121;39765;2024-11-15;8173121;33211;Prueba performance insertar ajuste de recarga 13869;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173122;39766;2024-11-15;8173122;33212;Prueba performance insertar ajuste de recarga 13870;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173123;39763;2024-11-15;8173123;33213;Prueba performance insertar ajuste de recarga 13871;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173124;39763;2024-11-15;8173124;33214;Prueba performance insertar ajuste de recarga 13872;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173125;39764;2024-11-15;8173125;33215;Prueba performance insertar ajuste de recarga 13873;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173126;39765;2024-11-15;8173126;33216;Prueba performance insertar ajuste de recarga 13874;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173127;39766;2024-11-15;8173127;33217;Prueba performance insertar ajuste de recarga 13875;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173128;39763;2024-11-15;8173128;33218;Prueba performance insertar ajuste de recarga 13876;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173129;39763;2024-11-15;8173129;33219;Prueba performance insertar ajuste de recarga 13877;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173130;39764;2024-11-15;8173130;33220;Prueba performance insertar ajuste de recarga 13878;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173131;39765;2024-11-15;8173131;33221;Prueba performance insertar ajuste de recarga 13879;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173132;39766;2024-11-15;8173132;33222;Prueba performance insertar ajuste de recarga 13880;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173133;39763;2024-11-15;8173133;33223;Prueba performance insertar ajuste de recarga 13881;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173134;39763;2024-11-15;8173134;33224;Prueba performance insertar ajuste de recarga 13882;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173135;39764;2024-11-15;8173135;33225;Prueba performance insertar ajuste de recarga 13883;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173136;39765;2024-11-15;8173136;33226;Prueba performance insertar ajuste de recarga 13884;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173137;39766;2024-11-15;8173137;33227;Prueba performance insertar ajuste de recarga 13885;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173138;39763;2024-11-15;8173138;33228;Prueba performance insertar ajuste de recarga 13886;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173139;39763;2024-11-15;8173139;33229;Prueba performance insertar ajuste de recarga 13887;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173140;39764;2024-11-15;8173140;33230;Prueba performance insertar ajuste de recarga 13888;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173141;39765;2024-11-15;8173141;33231;Prueba performance insertar ajuste de recarga 13889;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173142;39766;2024-11-15;8173142;33232;Prueba performance insertar ajuste de recarga 13890;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173143;39763;2024-11-15;8173143;33233;Prueba performance insertar ajuste de recarga 13891;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173144;39764;2024-11-15;8173144;33234;Prueba performance insertar ajuste de recarga 13892;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173145;39765;2024-11-15;8173145;33235;Prueba performance insertar ajuste de recarga 13893;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173146;39766;2024-11-15;8173146;33236;Prueba performance insertar ajuste de recarga 13894;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173147;39763;2024-11-15;8173147;33237;Prueba performance insertar ajuste de recarga 13895;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173148;39763;2024-11-15;8173148;33238;Prueba performance insertar ajuste de recarga 13896;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173149;39764;2024-11-15;8173149;33239;Prueba performance insertar ajuste de recarga 13897;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173150;39765;2024-11-15;8173150;33240;Prueba performance insertar ajuste de recarga 13898;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173151;39766;2024-11-15;8173151;33241;Prueba performance insertar ajuste de recarga 13899;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173152;39763;2024-11-15;8173152;33242;Prueba performance insertar ajuste de recarga 13900;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173153;39763;2024-11-15;8173153;33243;Prueba performance insertar ajuste de recarga 13901;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173154;39764;2024-11-15;8173154;33244;Prueba performance insertar ajuste de recarga 13902;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173155;39765;2024-11-15;8173155;33245;Prueba performance insertar ajuste de recarga 13903;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173156;39766;2024-11-15;8173156;33246;Prueba performance insertar ajuste de recarga 13904;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173157;39763;2024-11-15;8173157;33247;Prueba performance insertar ajuste de recarga 13905;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173158;39763;2024-11-15;8173158;33248;Prueba performance insertar ajuste de recarga 13906;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173159;39764;2024-11-15;8173159;33249;Prueba performance insertar ajuste de recarga 13907;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173160;39765;2024-11-15;8173160;33250;Prueba performance insertar ajuste de recarga 13908;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173161;39766;2024-11-15;8173161;33251;Prueba performance insertar ajuste de recarga 13909;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173162;39763;2024-11-15;8173162;33252;Prueba performance insertar ajuste de recarga 13910;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173163;39763;2024-11-15;8173163;33253;Prueba performance insertar ajuste de recarga 13911;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173164;39764;2024-11-15;8173164;33254;Prueba performance insertar ajuste de recarga 13912;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173165;39765;2024-11-15;8173165;33255;Prueba performance insertar ajuste de recarga 13913;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173166;39766;2024-11-15;8173166;33256;Prueba performance insertar ajuste de recarga 13914;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173167;39763;2024-11-15;8173167;33257;Prueba performance insertar ajuste de recarga 13915;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173168;39763;2024-11-15;8173168;33258;Prueba performance insertar ajuste de recarga 13916;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173169;39764;2024-11-15;8173169;33259;Prueba performance insertar ajuste de recarga 13917;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173170;39765;2024-11-15;8173170;33260;Prueba performance insertar ajuste de recarga 13918;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173171;39766;2024-11-15;8173171;33261;Prueba performance insertar ajuste de recarga 13919;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173172;39763;2024-11-15;8173172;33262;Prueba performance insertar ajuste de recarga 13920;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173173;39764;2024-11-15;8173173;33263;Prueba performance insertar ajuste de recarga 13921;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173174;39765;2024-11-15;8173174;33264;Prueba performance insertar ajuste de recarga 13922;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173175;39766;2024-11-15;8173175;33265;Prueba performance insertar ajuste de recarga 13923;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173176;39763;2024-11-15;8173176;33266;Prueba performance insertar ajuste de recarga 13924;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173177;39763;2024-11-15;8173177;33267;Prueba performance insertar ajuste de recarga 13925;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173178;39764;2024-11-15;8173178;33268;Prueba performance insertar ajuste de recarga 13926;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173179;39765;2024-11-15;8173179;33269;Prueba performance insertar ajuste de recarga 13927;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173180;39766;2024-11-15;8173180;33270;Prueba performance insertar ajuste de recarga 13928;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173181;39763;2024-11-15;8173181;33271;Prueba performance insertar ajuste de recarga 13929;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173182;39763;2024-11-15;8173182;33272;Prueba performance insertar ajuste de recarga 13930;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173183;39764;2024-11-15;8173183;33273;Prueba performance insertar ajuste de recarga 13931;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173184;39765;2024-11-15;8173184;33274;Prueba performance insertar ajuste de recarga 13932;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173185;39766;2024-11-15;8173185;33275;Prueba performance insertar ajuste de recarga 13933;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173186;39763;2024-11-15;8173186;33276;Prueba performance insertar ajuste de recarga 13934;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173187;39763;2024-11-15;8173187;33277;Prueba performance insertar ajuste de recarga 13935;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173188;39764;2024-11-15;8173188;33278;Prueba performance insertar ajuste de recarga 13936;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173189;39765;2024-11-15;8173189;33279;Prueba performance insertar ajuste de recarga 13937;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173190;39766;2024-11-15;8173190;33280;Prueba performance insertar ajuste de recarga 13938;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173191;39763;2024-11-15;8173191;33281;Prueba performance insertar ajuste de recarga 13939;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173192;39763;2024-11-15;8173192;33282;Prueba performance insertar ajuste de recarga 13940;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173193;39764;2024-11-15;8173193;33283;Prueba performance insertar ajuste de recarga 13941;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173194;39765;2024-11-15;8173194;33284;Prueba performance insertar ajuste de recarga 13942;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173195;39766;2024-11-15;8173195;33285;Prueba performance insertar ajuste de recarga 13943;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173196;39763;2024-11-15;8173196;33286;Prueba performance insertar ajuste de recarga 13944;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173197;39763;2024-11-15;8173197;33287;Prueba performance insertar ajuste de recarga 13945;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173198;39764;2024-11-15;8173198;33288;Prueba performance insertar ajuste de recarga 13946;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173199;39765;2024-11-15;8173199;33289;Prueba performance insertar ajuste de recarga 13947;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173200;39766;2024-11-15;8173200;33290;Prueba performance insertar ajuste de recarga 13948;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173201;39763;2024-11-15;8173201;33291;Prueba performance insertar ajuste de recarga 13949;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173202;39764;2024-11-15;8173202;33292;Prueba performance insertar ajuste de recarga 13950;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173203;39765;2024-11-15;8173203;33293;Prueba performance insertar ajuste de recarga 13951;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173204;39766;2024-11-15;8173204;33294;Prueba performance insertar ajuste de recarga 13952;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173205;39763;2024-11-15;8173205;33295;Prueba performance insertar ajuste de recarga 13953;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173206;39763;2024-11-15;8173206;33296;Prueba performance insertar ajuste de recarga 13954;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173207;39764;2024-11-15;8173207;33297;Prueba performance insertar ajuste de recarga 13955;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173208;39765;2024-11-15;8173208;33298;Prueba performance insertar ajuste de recarga 13956;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173209;39766;2024-11-15;8173209;33299;Prueba performance insertar ajuste de recarga 13957;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173210;39763;2024-11-15;8173210;33300;Prueba performance insertar ajuste de recarga 13958;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173211;39763;2024-11-15;8173211;33301;Prueba performance insertar ajuste de recarga 13959;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173212;39764;2024-11-15;8173212;33302;Prueba performance insertar ajuste de recarga 13960;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173213;39765;2024-11-15;8173213;33303;Prueba performance insertar ajuste de recarga 13961;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173214;39766;2024-11-15;8173214;33304;Prueba performance insertar ajuste de recarga 13962;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173215;39763;2024-11-15;8173215;33305;Prueba performance insertar ajuste de recarga 13963;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173216;39763;2024-11-15;8173216;33306;Prueba performance insertar ajuste de recarga 13964;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173217;39764;2024-11-15;8173217;33307;Prueba performance insertar ajuste de recarga 13965;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173218;39765;2024-11-15;8173218;33308;Prueba performance insertar ajuste de recarga 13966;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173219;39766;2024-11-15;8173219;33309;Prueba performance insertar ajuste de recarga 13967;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173220;39763;2024-11-15;8173220;33310;Prueba performance insertar ajuste de recarga 13968;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173221;39763;2024-11-15;8173221;33311;Prueba performance insertar ajuste de recarga 13969;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173222;39764;2024-11-15;8173222;33312;Prueba performance insertar ajuste de recarga 13970;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173223;39765;2024-11-15;8173223;33313;Prueba performance insertar ajuste de recarga 13971;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173224;39766;2024-11-15;8173224;33314;Prueba performance insertar ajuste de recarga 13972;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173225;39763;2024-11-15;8173225;33315;Prueba performance insertar ajuste de recarga 13973;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173226;39763;2024-11-15;8173226;33316;Prueba performance insertar ajuste de recarga 13974;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173227;39764;2024-11-15;8173227;33317;Prueba performance insertar ajuste de recarga 13975;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173228;39765;2024-11-15;8173228;33318;Prueba performance insertar ajuste de recarga 13976;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173229;39766;2024-11-15;8173229;33319;Prueba performance insertar ajuste de recarga 13977;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173230;39763;2024-11-15;8173230;33320;Prueba performance insertar ajuste de recarga 13978;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173231;39764;2024-11-15;8173231;33321;Prueba performance insertar ajuste de recarga 13979;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173232;39765;2024-11-15;8173232;33322;Prueba performance insertar ajuste de recarga 13980;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173233;39766;2024-11-15;8173233;33323;Prueba performance insertar ajuste de recarga 13981;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173234;39763;2024-11-15;8173234;33324;Prueba performance insertar ajuste de recarga 13982;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173235;39763;2024-11-15;8173235;33325;Prueba performance insertar ajuste de recarga 13983;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173236;39764;2024-11-15;8173236;33326;Prueba performance insertar ajuste de recarga 13984;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173237;39765;2024-11-15;8173237;33327;Prueba performance insertar ajuste de recarga 13985;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173238;39766;2024-11-15;8173238;33328;Prueba performance insertar ajuste de recarga 13986;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173239;39763;2024-11-15;8173239;33329;Prueba performance insertar ajuste de recarga 13987;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173240;39763;2024-11-15;8173240;33330;Prueba performance insertar ajuste de recarga 13988;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173241;39764;2024-11-15;8173241;33331;Prueba performance insertar ajuste de recarga 13989;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173242;39765;2024-11-15;8173242;33332;Prueba performance insertar ajuste de recarga 13990;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173243;39766;2024-11-15;8173243;33333;Prueba performance insertar ajuste de recarga 13991;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173244;39763;2024-11-15;8173244;33334;Prueba performance insertar ajuste de recarga 13992;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173245;39763;2024-11-15;8173245;33335;Prueba performance insertar ajuste de recarga 13993;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173246;39764;2024-11-15;8173246;33336;Prueba performance insertar ajuste de recarga 13994;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173247;39765;2024-11-15;8173247;33337;Prueba performance insertar ajuste de recarga 13995;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173248;39766;2024-11-15;8173248;33338;Prueba performance insertar ajuste de recarga 13996;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173249;39763;2024-11-15;8173249;33339;Prueba performance insertar ajuste de recarga 13997;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173250;39763;2024-11-15;8173250;33340;Prueba performance insertar ajuste de recarga 13998;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173251;39764;2024-11-15;8173251;33341;Prueba performance insertar ajuste de recarga 13999;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173252;39765;2024-11-15;8173252;33342;Prueba performance insertar ajuste de recarga 14000;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173253;39766;2024-11-15;8173253;33343;Prueba performance insertar ajuste de recarga 14001;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173254;39763;2024-11-15;8173254;33344;Prueba performance insertar ajuste de recarga 14002;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173255;39763;2024-11-15;8173255;33345;Prueba performance insertar ajuste de recarga 14003;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
8173256;39764;2024-11-15;8173256;33346;Prueba performance insertar ajuste de recarga 14004;2;0;1;null;21;2024-11-15;null;null;null;null;null;300;159
